A,B,EVENT_COUNT,ID1,ID2
21,138,105,RBD,RXQ
21,139,42,RBD,RN7
21,140,9,RBD,RCX
21,141,1143,RBD,RBA
21,142,64,RBD,RX1
21,143,10,RBD,RNL
21,144,38,RBD,RNQ
21,145,627,RBD,RD1
21,146,156,RBD,RQM
21,147,22,RBD,RWJ
21,148,101,RBD,RKB
21,149,47,RBD,RD8
21,150,76,RBD,RXK
21,152,513,RBD,RTH
21,153,19,RBD,RWY
22,23,22,RA3,RQ6
22,24,11,RA3,RAX
22,25,15,RA3,RW6
22,26,12,RA3,RPA
22,27,47,RA3,RRV
22,28,291,RA3,RH8
22,29,28,RA3,RJZ
22,30,42,RA3,RJE
22,31,8,RA3,RRF
22,32,4,RA3,RMC
22,33,11,RA3,RXP
22,34,116,RA3,RA9
22,35,54,RA3,R1K
22,37,19,RA3,RNS
22,38,1,RA3,RVW
22,39,24,RA3,RXN
22,40,19,RA3,RRJ
22,41,17535,RA3,RVJ
22,42,25,RA3,RDZ
22,43,128,RA3,RK9
22,44,21,RA3,RP6
22,45,13,RA3,RGQ
22,46,34,RA3,RT3
22,47,54,RA3,RL4
22,48,16,RA3,RXH
22,49,37,RA3,R1H
22,50,47,RA3,RHW
22,51,13,RA3,RTF
22,52,5,RA3,RJR
22,53,7,RA3,RAP
22,54,210,RA3,RTE
22,55,26,RA3,RJC
22,56,5,RA3,RK5
22,57,17,RA3,RGM
22,58,6,RA3,RCD
22,59,8,RA3,RLT
22,60,7,RA3,RA2
22,61,19,RA3,RP5
22,62,12,RA3,RPY
22,63,5,RA3,RJN
22,64,64,RA3,RYJ
22,65,3,RA3,RFR
22,66,1,RA3,RPC
22,67,32,RA3,RD3
22,68,55,RA3,RJ1
22,69,10,RA3,RR7
22,70,14,RA3,RWD
22,71,9,RA3,RXL
22,72,16,RA3,RJ2
22,73,20,RA3,RCB
22,74,8,RA3,RGR
22,75,15,RA3,RDE
22,76,7,RA3,RBV
22,77,13,RA3,RVR
22,78,12,RA3,RGN
22,79,5,RA3,RBN
22,80,22,RA3,RVV
22,81,10,RA3,RAS
22,82,34,RA3,RHM
22,83,54,RA3,RNA
22,84,244,RA3,RA4
22,85,7,RA3,RMP
22,86,14,RA3,RAN
22,87,12,RA3,RQ8
22,88,78,RA3,RBZ
22,89,1,RA3,RET
22,90,46,RA3,RDU
22,91,3,RA3,RBT
22,92,31,RA3,RHU
22,94,6,RA3,RL1
22,95,10,RA3,RC9
22,96,17,RA3,RTP
22,97,7,RA3,RXC
22,98,16,RA3,R0A
22,99,20,RA3,RF4
22,100,4,RA3,RM3
22,101,80,RA3,RAL
22,102,25,RA3,RGT
22,103,112,RA3,RN3
22,104,12,RA3,RFS
22,105,1,RA3,RP4
22,106,8,RA3,RDD
22,107,6,RA3,RQW
22,108,7,RA3,RWW
22,109,13,RA3,RM1
22,110,154,RA3,RRK
22,111,16,RA3,RXR
22,112,142,RA3,RR1
22,113,41,RA3,RLQ
22,114,10,RA3,RGP
22,116,17,RA3,RHQ
22,117,7,RA3,RKE
22,118,26,RA3,RJF
22,119,7,RA3,RAE
22,120,2,RA3,REP
22,121,16,RA3,RJ7
22,122,37848,RA3,RA7
22,123,3,RA3,RLN
22,124,9,RA3,RXF
22,125,4,RA3,RCF
22,126,12,RA3,RQ3
22,127,13,RA3,RWG
22,128,13,RA3,RWA
22,130,12,RA3,RQX
22,131,65,RA3,RWE
22,132,191,RA3,REF
22,133,20,RA3,RAJ
22,134,10,RA3,RTR
22,135,6,RA3,RVY
22,136,145,RA3,RWP
22,137,23,RA3,RTG
22,138,18,RA3,RXQ
22,139,10,RA3,RN7
22,140,19,RA3,RCX
22,141,10128,RA3,RBA
22,142,26,RA3,RX1
22,143,8,RA3,RNL
22,144,8,RA3,RNQ
22,145,1007,RA3,RD1
22,146,26,RA3,RQM
22,147,2,RA3,RWJ
22,148,42,RA3,RKB
22,149,10,RA3,RD8
22,150,100,RA3,RXK
22,152,182,RA3,RTH
22,153,8,RA3,RWY
23,24,33,RQ6,RAX
23,25,558,RQ6,RW6
23,26,23,RQ6,RPA
23,27,266,RQ6,RRV
23,28,109,RQ6,RH8
23,29,175,RQ6,RJZ
23,30,757,RQ6,RJE
23,31,3774,RQ6,RRF
23,32,411,RQ6,RMC
23,33,50,RQ6,RXP
23,34,66,RQ6,RA9
23,35,77,RQ6,R1K
23,37,47,RQ6,RNS
23,38,46,RQ6,RVW
23,39,1398,RQ6,RXN
23,40,28,RQ6,RRJ
23,41,65,RQ6,RVJ
23,42,30,RQ6,RDZ
23,43,89,RQ6,RK9
23,44,93,RQ6,RP6
23,45,12,RQ6,RGQ
23,46,53,RQ6,RT3
23,47,207,RQ6,RL4
23,48,46,RQ6,RXH
23,49,149,RQ6,R1H
23,50,41,RQ6,RHW
23,51,51,RQ6,RTF
23,52,6652,RQ6,RJR
23,53,29,RQ6,RAP
23,54,122,RQ6,RTE
23,55,66,RQ6,RJC
23,56,41,RQ6,RK5
23,57,12,RQ6,RGM
23,58,28,RQ6,RCD
23,59,23,RQ6,RLT
23,60,22,RQ6,RA2
23,61,64,RQ6,RP5
23,62,15,RQ6,RPY
23,63,370,RQ6,RJN
23,64,149,RQ6,RYJ
23,65,33,RQ6,RFR
23,66,3,RQ6,RPC
23,67,19,RQ6,RD3
23,68,189,RQ6,RJ1
23,69,23,RQ6,RR7
23,70,66,RQ6,RWD
23,71,1071,RQ6,RXL
23,72,61,RQ6,RJ2
23,73,136,RQ6,RCB
23,74,15,RQ6,RGR
23,75,19,RQ6,RDE
23,76,567,RQ6,RBV
23,77,53,RQ6,RVR
23,78,50,RQ6,RGN
23,79,59150,RQ6,RBN
23,80,62,RQ6,RVV
23,81,28,RQ6,RAS
23,82,171,RQ6,RHM
23,83,73,RQ6,RNA
23,84,50,RQ6,RA4
23,85,128,RQ6,RMP
23,86,27,RQ6,RAN
23,87,17,RQ6,RQ8
23,88,36,RQ6,RBZ
23,89,21560,RQ6,RET
23,90,55,RQ6,RDU
23,91,2307,RQ6,RBT
23,92,54,RQ6,RHU
23,94,399,RQ6,RL1
23,95,39,RQ6,RC9
23,96,38,RQ6,RTP
23,97,22,RQ6,RXC
23,98,3039,RQ6,R0A
23,99,36,RQ6,RF4
23,100,1206,RQ6,RM3
23,101,183,RQ6,RAL
23,102,120,RQ6,RGT
23,103,48,RQ6,RN3
23,104,32,RQ6,RFS
23,106,10,RQ6,RDD
23,107,13,RQ6,RQW
23,108,13316,RQ6,RWW
23,109,63,RQ6,RM1
23,110,568,RQ6,RRK
23,111,743,RQ6,RXR
23,112,134,RQ6,RR1
23,113,54,RQ6,RLQ
23,114,14,RQ6,RGP
23,115,31693,RQ6,REN
23,116,311,RQ6,RHQ
23,117,36,RQ6,RKE
23,118,55,RQ6,RJF
23,119,72,RQ6,RAE
23,120,34456,RQ6,REP
23,121,110,RQ6,RJ7
23,122,109,RQ6,RA7
23,123,64,RQ6,RLN
23,124,95,RQ6,RXF
23,125,61,RQ6,RCF
23,126,10,RQ6,RQ3
23,127,30,RQ6,RWG
23,128,110,RQ6,RWA
23,130,60,RQ6,RQX
23,131,128,RQ6,RWE
23,132,134,RQ6,REF
23,133,39,RQ6,RAJ
23,134,113,RQ6,RTR
23,135,12001,RQ6,RVY
23,136,109,RQ6,RWP
23,137,86,RQ6,RTG
23,138,25,RQ6,RXQ
23,139,16,RQ6,RN7
23,140,24,RQ6,RCX
23,141,63,RQ6,RBA
23,142,108,RQ6,RX1
23,143,220,RQ6,RNL
23,144,32,RQ6,RNQ
23,145,44,RQ6,RD1
23,146,60,RQ6,RQM
23,147,268,RQ6,RWJ
23,148,206,RQ6,RKB
23,149,48,RQ6,RD8
23,150,132,RQ6,RXK
23,151,543,RQ6,RBS
23,152,201,RQ6,RTH
23,153,122,RQ6,RWY
24,25,26,RAX,RW6
24,26,47,RAX,RPA
24,27,3323,RAX,RRV
24,28,128,RAX,RH8
24,29,2303,RAX,RJZ
24,30,36,RAX,RJE
24,31,9,RAX,RRF
24,32,12,RAX,RMC
24,33,27,RAX,RXP
24,34,46,RAX,RA9
24,35,902,RAX,R1K
24,37,37,RAX,RNS
24,38,12,RAX,RVW
24,39,10,RAX,RXN
24,40,8,RAX,RRJ
24,41,60,RAX,RVJ
24,42,102,RAX,RDZ
24,43,53,RAX,RK9
24,44,7008,RAX,RP6
24,45,56,RAX,RGQ
24,46,4210,RAX,RT3
24,47,19,RAX,RL4
24,48,252,RAX,RXH
24,49,1135,RAX,R1H
24,50,181,RAX,RHW
24,51,25,RAX,RTF
24,52,14,RAX,RJR
24,53,114,RAX,RAP
24,54,78,RAX,RTE
24,55,53,RAX,RJC
24,56,20,RAX,RK5
24,57,19,RAX,RGM
24,58,16,RAX,RCD
24,59,9,RAX,RLT
24,60,1384,RAX,RA2
24,61,8,RAX,RP5
24,62,13547,RAX,RPY
24,63,11,RAX,RJN
24,64,8856,RAX,RYJ
24,65,4,RAX,RFR
24,66,317,RAX,RPC
24,67,78,RAX,RD3
24,68,6009,RAX,RJ1
24,69,8,RAX,RR7
24,70,44,RAX,RWD
24,71,14,RAX,RXL
24,72,311,RAX,RJ2
24,73,49,RAX,RCB
24,74,24,RAX,RGR
24,75,36,RAX,RDE
24,77,22367,RAX,RVR
24,78,44,RAX,RGN
24,79,5,RAX,RBN
24,80,179,RAX,RVV
24,81,225,RAX,RAS
24,82,129,RAX,RHM
24,83,18,RAX,RNA
24,84,44,RAX,RA4
24,85,4,RAX,RMP
24,86,722,RAX,RAN
24,87,34,RAX,RQ8
24,88,27,RAX,RBZ
24,89,1,RAX,RET
24,90,919,RAX,RDU
24,91,16,RAX,RBT
24,92,179,RAX,RHU
24,94,4,RAX,RL1
24,95,40,RAX,RC9
24,96,565,RAX,RTP
24,97,131,RAX,RXC
24,98,116,RAX,R0A
24,99,168,RAX,RF4
24,100,37,RAX,RM3
24,101,931,RAX,RAL
24,102,126,RAX,RGT
24,103,70,RAX,RN3
24,104,12,RAX,RFS
24,105,23,RAX,RP4
24,106,46,RAX,RDD
24,107,52,RAX,RQW
24,108,13,RAX,RWW
24,109,66,RAX,RM1
24,110,61,RAX,RRK
24,111,16,RAX,RXR
24,112,57,RAX,RR1
24,113,17,RAX,RLQ
24,114,11,RAX,RGP
24,115,3,RAX,REN
24,116,65,RAX,RHQ
24,117,252,RAX,RKE
24,118,18,RAX,RJF
24,119,19,RAX,RAE
24,120,6,RAX,REP
24,121,67597,RAX,RJ7
24,122,84,RAX,RA7
24,123,10,RAX,RLN
24,124,26,RAX,RXF
24,125,19,RAX,RCF
24,126,8,RAX,RQ3
24,127,117,RAX,RWG
24,128,34,RAX,RWA
24,130,183,RAX,RQX
24,131,83,RAX,RWE
24,132,108,RAX,REF
24,133,48,RAX,RAJ
24,134,21,RAX,RTR
24,135,12,RAX,RVY
24,136,28,RAX,RWP
24,137,31,RAX,RTG
24,138,105,RAX,RXQ
24,139,52,RAX,RN7
24,140,20,RAX,RCX
24,141,65,RAX,RBA
24,142,87,RAX,RX1
24,143,28,RAX,RNL
24,144,16,RAX,RNQ
24,145,103,RAX,RD1
24,146,17387,RAX,RQM
24,147,19,RAX,RWJ
24,148,54,RAX,RKB
24,149,45,RAX,RD8
24,150,46,RAX,RXK
24,152,248,RAX,RTH
24,153,17,RAX,RWY
25,26,13,RW6,RPA
25,27,144,RW6,RRV
25,28,33,RW6,RH8
25,29,78,RW6,RJZ
25,30,209,RW6,RJE
25,31,3681,RW6,RRF
25,32,10938,RW6,RMC
25,33,49,RW6,RXP
25,34,58,RW6,RA9
25,35,75,RW6,R1K
25,37,34,RW6,RNS
25,38,31,RW6,RVW
25,39,1051,RW6,RXN
25,40,58,RW6,RRJ
25,41,35,RW6,RVJ
25,42,19,RW6,RDZ
25,43,36,RW6,RK9
25,44,35,RW6,RP6
25,45,24,RW6,RGQ
25,46,21,RW6,RT3
25,47,73,RW6,RL4
25,48,34,RW6,RXH
25,49,213,RW6,R1H
25,50,34,RW6,RHW
25,51,58,RW6,RTF
25,52,156,RW6,RJR
25,53,37,RW6,RAP
25,54,30,RW6,RTE
25,55,18,RW6,RJC
25,56,33,RW6,RK5
25,57,5,RW6,RGM
25,58,57,RW6,RCD
25,59,19,RW6,RLT
25,60,19,RW6,RA2
25,61,67,RW6,RP5
25,62,7,RW6,RPY
25,63,180,RW6,RJN
25,64,108,RW6,RYJ
25,65,59,RW6,RFR
25,66,4,RW6,RPC
25,67,20,RW6,RD3
25,68,76,RW6,RJ1
25,69,29,RW6,RR7
25,70,73,RW6,RWD
25,71,688,RW6,RXL
25,72,51,RW6,RJ2
25,73,164,RW6,RCB
25,74,7,RW6,RGR
25,75,14,RW6,RDE
25,76,23729,RW6,RBV
25,77,19,RW6,RVR
25,78,42,RW6,RGN
25,79,282,RW6,RBN
25,80,31,RW6,RVV
25,81,22,RW6,RAS
25,82,35,RW6,RHM
25,83,31,RW6,RNA
25,84,12,RW6,RA4
25,85,13612,RW6,RMP
25,86,9,RW6,RAN
25,87,17,RW6,RQ8
25,88,28,RW6,RBZ
25,89,134,RW6,RET
25,90,65,RW6,RDU
25,91,185,RW6,RBT
25,92,31,RW6,RHU
25,93,4,RW6,RCU
25,94,86,RW6,RL1
25,95,35,RW6,RC9
25,96,19,RW6,RTP
25,97,38,RW6,RXC
25,98,87463,RW6,R0A
25,99,73,RW6,RF4
25,100,68973,RW6,RM3
25,101,208,RW6,RAL
25,102,63,RW6,RGT
25,103,24,RW6,RN3
25,104,49,RW6,RFS
25,106,14,RW6,RDD
25,107,12,RW6,RQW
25,108,327,RW6,RWW
25,109,52,RW6,RM1
25,110,121,RW6,RRK
25,111,6358,RW6,RXR
25,112,115,RW6,RR1
25,113,17,RW6,RLQ
25,114,20,RW6,RGP
25,115,71,RW6,REN
25,116,573,RW6,RHQ
25,117,15,RW6,RKE
25,118,29,RW6,RJF
25,119,332,RW6,RAE
25,120,131,RW6,REP
25,121,78,RW6,RJ7
25,122,34,RW6,RA7
25,123,31,RW6,RLN
25,124,212,RW6,RXF
25,125,128,RW6,RCF
25,126,20,RW6,RQ3
25,127,25,RW6,RWG
25,128,95,RW6,RWA
25,130,34,RW6,RQX
25,131,66,RW6,RWE
25,132,114,RW6,REF
25,133,22,RW6,RAJ
25,134,95,RW6,RTR
25,135,232,RW6,RVY
25,136,61,RW6,RWP
25,137,56,RW6,RTG
25,138,33,RW6,RXQ
25,139,18,RW6,RN7
25,140,18,RW6,RCX
25,141,34,RW6,RBA
25,142,87,RW6,RX1
25,143,73,RW6,RNL
25,144,16,RW6,RNQ
25,145,38,RW6,RD1
25,146,60,RW6,RQM
25,147,1678,RW6,RWJ
25,148,50,RW6,RKB
25,149,23,RW6,RD8
25,150,153,RW6,RXK
25,151,14,RW6,RBS
25,152,75,RW6,RTH
25,153,1480,RW6,RWY
26,27,2304,RPA,RRV
26,28,90,RPA,RH8
26,29,13139,RPA,RJZ
26,30,34,RPA,RJE
26,31,9,RPA,RRF
26,32,6,RPA,RMC
26,33,17,RPA,RXP
26,34,47,RPA,RA9
26,35,337,RPA,R1K
26,37,23,RPA,RNS
26,38,13,RPA,RVW
26,39,11,RPA,RXN
26,40,1,RPA,RRJ
26,41,40,RPA,RVJ
26,42,44,RPA,RDZ
26,43,41,RPA,RK9
26,44,1146,RPA,RP6
26,45,54,RPA,RGQ
26,46,721,RPA,RT3
26,47,46,RPA,RL4
26,48,219,RPA,RXH
26,49,1205,RPA,R1H
26,50,34,RPA,RHW
26,51,31,RPA,RTF
26,52,7,RPA,RJR
26,53,81,RPA,RAP
26,54,35,RPA,RTE
26,55,20,RPA,RJC
26,56,19,RPA,RK5
26,57,52,RPA,RGM
26,58,6,RPA,RCD
26,59,9,RPA,RLT
26,60,59,RPA,RA2
26,61,31,RPA,RP5
26,62,580,RPA,RPY
26,63,4,RPA,RJN
26,64,771,RPA,RYJ
26,65,13,RPA,RFR
26,66,13507,RPA,RPC
26,67,21,RPA,RD3
26,68,10619,RPA,RJ1
26,69,5,RPA,RR7
26,70,60,RPA,RWD
26,71,19,RPA,RXL
26,72,1911,RPA,RJ2
26,73,34,RPA,RCB
26,74,42,RPA,RGR
26,75,61,RPA,RDE
26,76,1,RPA,RBV
26,77,170,RPA,RVR
26,78,66,RPA,RGN
26,79,3,RPA,RBN
26,80,10763,RPA,RVV
26,81,50,RPA,RAS
26,82,71,RPA,RHM
26,83,20,RPA,RNA
26,84,14,RPA,RA4
26,85,7,RPA,RMP
26,86,815,RPA,RAN
26,87,127,RPA,RQ8
26,88,33,RPA,RBZ
26,89,4,RPA,RET
26,90,177,RPA,RDU
26,91,13,RPA,RBT
26,92,95,RPA,RHU
26,95,29,RPA,RC9
26,96,193,RPA,RTP
26,97,329,RPA,RXC
26,98,42,RPA,R0A
26,99,325,RPA,RF4
26,100,8,RPA,RM3
26,101,599,RPA,RAL
26,102,110,RPA,RGT
26,103,39,RPA,RN3
26,104,24,RPA,RFS
26,105,45,RPA,RP4
26,106,393,RPA,RDD
26,107,58,RPA,RQW
26,108,2,RPA,RWW
26,109,89,RPA,RM1
26,110,47,RPA,RRK
26,111,17,RPA,RXR
26,112,20,RPA,RR1
26,113,13,RPA,RLQ
26,114,32,RPA,RGP
26,115,2,RPA,REN
26,116,48,RPA,RHQ
26,117,86,RPA,RKE
26,118,12,RPA,RJF
26,119,16,RPA,RAE
26,120,4,RPA,REP
26,121,563,RPA,RJ7
26,122,23,RPA,RA7
26,123,21,RPA,RLN
26,124,18,RPA,RXF
26,125,6,RPA,RCF
26,126,5,RPA,RQ3
26,127,49,RPA,RWG
26,128,12,RPA,RWA
26,130,172,RPA,RQX
26,131,90,RPA,RWE
26,132,91,RPA,REF
26,133,130,RPA,RAJ
26,134,30,RPA,RTR
26,135,9,RPA,RVY
26,136,29,RPA,RWP
26,137,27,RPA,RTG
26,138,96,RPA,RXQ
26,139,31679,RPA,RN7
26,140,32,RPA,RCX
26,141,28,RPA,RBA
26,142,45,RPA,RX1
26,143,5,RPA,RNL
26,144,23,RPA,RNQ
26,145,43,RPA,RD1
26,146,505,RPA,RQM
26,147,9,RPA,RWJ
26,148,60,RPA,RKB
26,149,33,RPA,RD8
26,150,34,RPA,RXK
26,152,118,RPA,RTH
26,153,7,RPA,RWY
27,28,623,RRV,RH8
27,29,11916,RRV,RJZ
27,30,390,RRV,RJE
27,31,127,RRV,RRF
27,32,64,RRV,RMC
27,33,124,RRV,RXP
27,34,343,RRV,RA9
27,35,17081,RRV,R1K
27,37,811,RRV,RNS
27,38,124,RRV,RVW
27,39,147,RRV,RXN
27,40,52,RRV,RRJ
27,41,559,RRV,RVJ
27,42,638,RRV,RDZ
27,43,496,RRV,RK9
27,44,29033,RRV,RP6
27,45,1436,RRV,RGQ
27,46,5014,RRV,RT3
27,47,281,RRV,RL4
27,48,3675,RRV,RXH
27,49,51268,RRV,R1H
27,50,1760,RRV,RHW
27,51,86,RRV,RTF
27,52,124,RRV,RJR
27,53,28727,RRV,RAP
27,54,759,RRV,RTE
27,55,374,RRV,RJC
27,56,150,RRV,RK5
27,57,518,RRV,RGM
27,58,156,RRV,RCD
27,59,217,RRV,RLT
27,60,1665,RRV,RA2
27,61,183,RRV,RP5
27,62,2602,RRV,RPY
27,63,69,RRV,RJN
27,64,41419,RRV,RYJ
27,65,55,RRV,RFR
27,66,702,RRV,RPC
27,67,467,RRV,RD3
27,68,24775,RRV,RJ1
27,69,76,RRV,RR7
27,70,572,RRV,RWD
27,71,137,RRV,RXL
27,72,5673,RRV,RJ2
27,73,369,RRV,RCB
27,74,586,RRV,RGR
27,75,2469,RRV,RDE
27,76,80,RRV,RBV
27,77,3139,RRV,RVR
27,78,1433,RRV,RGN
27,79,96,RRV,RBN
27,80,4743,RRV,RVV
27,81,4289,RRV,RAS
27,82,1483,RRV,RHM
27,83,151,RRV,RNA
27,84,243,RRV,RA4
27,85,20,RRV,RMP
27,86,8874,RRV,RAN
27,87,3985,RRV,RQ8
27,88,250,RRV,RBZ
27,89,89,RRV,RET
27,90,4848,RRV,RDU
27,91,87,RRV,RBT
27,92,1030,RRV,RHU
27,93,6,RRV,RCU
27,94,69,RRV,RL1
27,95,4602,RRV,RC9
27,96,2285,RRV,RTP
27,97,1978,RRV,RXC
27,98,556,RRV,R0A
27,99,13183,RRV,RF4
27,100,392,RRV,RM3
27,101,133296,RRV,RAL
27,102,3579,RRV,RGT
27,103,642,RRV,RN3
27,104,101,RRV,RFS
27,105,1629,RRV,RP4
27,106,3953,RRV,RDD
27,107,7439,RRV,RQW
27,108,123,RRV,RWW
27,109,1571,RRV,RM1
27,110,739,RRV,RRK
27,111,93,RRV,RXR
27,112,465,RRV,RR1
27,113,224,RRV,RLQ
27,114,284,RRV,RGP
27,115,26,RRV,REN
27,116,633,RRV,RHQ
27,117,56121,RRV,RKE
27,118,145,RRV,RJF
27,119,109,RRV,RAE
27,120,63,RRV,REP
27,121,7650,RRV,RJ7
27,122,451,RRV,RA7
27,123,131,RRV,RLN
27,124,146,RRV,RXF
27,125,65,RRV,RCF
27,126,99,RRV,RQ3
27,127,10251,RRV,RWG
27,128,282,RRV,RWA
27,130,18837,RRV,RQX
27,131,1110,RRV,RWE
27,132,716,RRV,REF
27,133,4170,RRV,RAJ
27,134,257,RRV,RTR
27,135,76,RRV,RVY
27,136,360,RRV,RWP
27,137,403,RRV,RTG
27,138,2766,RRV,RXQ
27,139,2339,RRV,RN7
27,140,434,RRV,RCX
27,141,400,RRV,RBA
27,142,652,RRV,RX1
27,143,137,RRV,RNL
27,144,480,RRV,RNQ
27,145,612,RRV,RD1
27,146,13630,RRV,RQM
27,147,58,RRV,RWJ
27,148,697,RRV,RKB
27,149,1506,RRV,RD8
27,150,343,RRV,RXK
27,152,2977,RRV,RTH
27,153,125,RRV,RWY
28,29,291,RH8,RJZ
28,30,70,RH8,RJE
28,31,36,RH8,RRF
28,32,14,RH8,RMC
28,33,28,RH8,RXP
28,34,21716,RH8,RA9
28,35,65,RH8,R1K
28,37,70,RH8,RNS
28,38,5,RH8,RVW
28,39,31,RH8,RXN
28,40,60,RH8,RRJ
28,41,1783,RH8,RVJ
28,42,269,RH8,RDZ
28,43,10531,RH8,RK9
28,44,239,RH8,RP6
28,45,41,RH8,RGQ
28,46,432,RH8,RT3
28,47,84,RH8,RL4
28,48,171,RH8,RXH
28,49,278,RH8,R1H
28,50,210,RH8,RHW
28,51,33,RH8,RTF
28,52,43,RH8,RJR
28,53,15,RH8,RAP
28,54,302,RH8,RTE
28,55,71,RH8,RJC
28,56,20,RH8,RK5
28,57,92,RH8,RGM
28,58,30,RH8,RCD
28,59,31,RH8,RLT
28,60,124,RH8,RA2
28,61,25,RH8,RP5
28,62,230,RH8,RPY
28,63,19,RH8,RJN
28,64,424,RH8,RYJ
28,65,8,RH8,RFR
28,66,44,RH8,RPC
28,67,214,RH8,RD3
28,68,432,RH8,RJ1
28,69,7,RH8,RR7
28,70,53,RH8,RWD
28,71,31,RH8,RXL
28,72,76,RH8,RJ2
28,73,70,RH8,RCB
28,74,22,RH8,RGR
28,75,40,RH8,RDE
28,76,35,RH8,RBV
28,77,130,RH8,RVR
28,78,53,RH8,RGN
28,79,27,RH8,RBN
28,80,124,RH8,RVV
28,81,58,RH8,RAS
28,82,354,RH8,RHM
28,83,71,RH8,RNA
28,84,1337,RH8,RA4
28,85,6,RH8,RMP
28,86,145,RH8,RAN
28,87,58,RH8,RQ8
28,88,33761,RH8,RBZ
28,89,10,RH8,RET
28,90,242,RH8,RDU
28,91,40,RH8,RBT
28,92,188,RH8,RHU
28,94,12,RH8,RL1
28,95,37,RH8,RC9
28,96,119,RH8,RTP
28,97,76,RH8,RXC
28,98,143,RH8,R0A
28,99,42,RH8,RF4
28,100,47,RH8,RM3
28,101,328,RH8,RAL
28,102,150,RH8,RGT
28,103,181,RH8,RN3
28,104,18,RH8,RFS
28,105,7,RH8,RP4
28,106,42,RH8,RDD
28,107,30,RH8,RQW
28,108,21,RH8,RWW
28,109,73,RH8,RM1
28,110,262,RH8,RRK
28,111,25,RH8,RXR
28,112,126,RH8,RR1
28,113,58,RH8,RLQ
28,114,14,RH8,RGP
28,115,24,RH8,REN
28,116,96,RH8,RHQ
28,117,61,RH8,RKE
28,118,69,RH8,RJF
28,119,15,RH8,RAE
28,120,4,RH8,REP
28,121,153,RH8,RJ7
28,122,1988,RH8,RA7
28,123,21,RH8,RLN
28,124,30,RH8,RXF
28,125,19,RH8,RCF
28,126,24,RH8,RQ3
28,127,69,RH8,RWG
28,128,28,RH8,RWA
28,130,53,RH8,RQX
28,131,153,RH8,RWE
28,132,3924,RH8,REF
28,133,44,RH8,RAJ
28,134,25,RH8,RTR
28,135,22,RH8,RVY
28,136,145,RH8,RWP
28,137,76,RH8,RTG
28,138,113,RH8,RXQ
28,139,52,RH8,RN7
28,140,25,RH8,RCX
28,141,13038,RH8,RBA
28,142,114,RH8,RX1
28,143,24,RH8,RNL
28,144,32,RH8,RNQ
28,145,613,RH8,RD1
28,146,201,RH8,RQM
28,147,21,RH8,RWJ
28,148,119,RH8,RKB
28,149,45,RH8,RD8
28,150,64,RH8,RXK
28,152,508,RH8,RTH
28,153,28,RH8,RWY
29,30,140,RJZ,RJE
29,31,36,RJZ,RRF
29,32,59,RJZ,RMC
29,33,54,RJZ,RXP
29,34,104,RJZ,RA9
29,35,1947,RJZ,R1K
29,37,247,RJZ,RNS
29,38,30,RJZ,RVW
29,39,78,RJZ,RXN
29,40,13,RJZ,RRJ
29,41,412,RJZ,RVJ
29,42,398,RJZ,RDZ
29,43,300,RJZ,RK9
29,44,15128,RJZ,RP6
29,45,421,RJZ,RGQ
29,46,2857,RJZ,RT3
29,47,138,RJZ,RL4
29,48,3903,RJZ,RXH
29,49,8145,RJZ,R1H
29,50,489,RJZ,RHW
29,51,55,RJZ,RTF
29,52,75,RJZ,RJR
29,53,996,RJZ,RAP
29,54,212,RJZ,RTE
29,55,84,RJZ,RJC
29,56,52,RJZ,RK5
29,57,211,RJZ,RGM
29,58,53,RJZ,RCD
29,59,38,RJZ,RLT
29,60,946,RJZ,RA2
29,61,52,RJZ,RP5
29,62,2807,RJZ,RPY
29,63,26,RJZ,RJN
29,64,6718,RJZ,RYJ
29,65,21,RJZ,RFR
29,66,2864,RJZ,RPC
29,67,217,RJZ,RD3
29,68,161412,RJZ,RJ1
29,69,26,RJZ,RR7
29,70,216,RJZ,RWD
29,71,59,RJZ,RXL
29,72,124772,RJZ,RJ2
29,73,168,RJZ,RCB
29,74,143,RJZ,RGR
29,75,548,RJZ,RDE
29,76,31,RJZ,RBV
29,77,5145,RJZ,RVR
29,78,355,RJZ,RGN
29,79,13,RJZ,RBN
29,80,17608,RJZ,RVV
29,81,518,RJZ,RAS
29,82,541,RJZ,RHM
29,83,60,RJZ,RNA
29,84,108,RJZ,RA4
29,85,22,RJZ,RMP
29,86,1775,RJZ,RAN
29,87,541,RJZ,RQ8
29,88,109,RJZ,RBZ
29,89,21,RJZ,RET
29,90,1527,RJZ,RDU
29,91,36,RJZ,RBT
29,92,421,RJZ,RHU
29,94,11,RJZ,RL1
29,95,407,RJZ,RC9
29,96,2659,RJZ,RTP
29,97,3502,RJZ,RXC
29,98,319,RJZ,R0A
29,99,2532,RJZ,RF4
29,100,105,RJZ,RM3
29,101,4083,RJZ,RAL
29,102,777,RJZ,RGT
29,103,212,RJZ,RN3
29,104,46,RJZ,RFS
29,105,80,RJZ,RP4
29,106,1029,RJZ,RDD
29,107,456,RJZ,RQW
29,108,43,RJZ,RWW
29,109,670,RJZ,RM1
29,110,283,RJZ,RRK
29,111,48,RJZ,RXR
29,112,164,RJZ,RR1
29,113,67,RJZ,RLQ
29,114,158,RJZ,RGP
29,115,26,RJZ,REN
