A,B,EVENT_COUNT,ID1,ID2
1,2,122,RFF,RJL
1,3,9,RFF,RWF
1,4,3,RFF,RBQ
1,5,15,RFF,RXW
1,6,11,RFF,RE9
1,7,66,RFF,RTD
1,8,10,RFF,RTK
1,9,7,RFF,RBK
1,10,18,RFF,RTX
1,11,10,RFF,RWH
1,12,2281,RFF,RR8
1,13,16,RFF,REM
1,14,14,RFF,RN5
1,15,5,RFF,RC1
1,16,3,RFF,RJ6
1,17,4,RFF,RBL
1,18,9,RFF,RNZ
1,19,9,RFF,R1F
1,20,20,RFF,RYR
1,21,15,RFF,RBD
1,22,9,RFF,RA3
1,23,40,RFF,RQ6
1,24,11,RFF,RAX
1,25,37,RFF,RW6
1,26,5,RFF,RPA
1,27,36,RFF,RRV
1,28,13,RFF,RH8
1,29,14,RFF,RJZ
1,30,31,RFF,RJE
1,31,66,RFF,RRF
1,32,9,RFF,RMC
1,33,32,RFF,RXP
1,34,34,RFF,RA9
1,35,14,RFF,R1K
1,37,17,RFF,RNS
1,38,26,RFF,RVW
1,39,20,RFF,RXN
1,40,35,RFF,RRJ
1,41,5,RFF,RVJ
1,42,12,RFF,RDZ
1,43,25,RFF,RK9
1,44,29,RFF,RP6
1,45,7,RFF,RGQ
1,46,9,RFF,RT3
1,47,10,RFF,RL4
1,48,11,RFF,RXH
1,49,40,RFF,R1H
1,50,20,RFF,RHW
1,51,26,RFF,RTF
1,52,13,RFF,RJR
1,53,7,RFF,RAP
1,54,11,RFF,RTE
1,55,12,RFF,RJC
1,56,71,RFF,RK5
1,57,10,RFF,RGM
1,58,76,RFF,RCD
1,59,4,RFF,RLT
1,60,2,RFF,RA2
1,61,8346,RFF,RP5
1,62,35,RFF,RPY
1,63,6,RFF,RJN
1,64,20,RFF,RYJ
1,65,4106,RFF,RFR
1,67,10,RFF,RD3
1,68,41,RFF,RJ1
1,69,10,RFF,RR7
1,70,158,RFF,RWD
1,71,67,RFF,RXL
1,72,7,RFF,RJ2
1,73,303,RFF,RCB
1,74,5,RFF,RGR
1,75,5,RFF,RDE
1,76,43,RFF,RBV
1,77,7,RFF,RVR
1,78,34,RFF,RGN
1,79,10,RFF,RBN
1,80,14,RFF,RVV
1,81,6,RFF,RAS
1,82,11,RFF,RHM
1,83,8,RFF,RNA
1,84,2,RFF,RA4
1,85,33,RFF,RMP
1,86,15,RFF,RAN
1,87,6,RFF,RQ8
1,88,7,RFF,RBZ
1,89,10,RFF,RET
1,90,15,RFF,RDU
1,91,11,RFF,RBT
1,92,15,RFF,RHU
1,93,21,RFF,RCU
1,94,3,RFF,RL1
1,95,11,RFF,RC9
1,96,9,RFF,RTP
1,97,10,RFF,RXC
1,98,158,RFF,R0A
1,99,21,RFF,RF4
1,100,50,RFF,RM3
1,101,34,RFF,RAL
1,102,23,RFF,RGT
1,103,4,RFF,RN3
1,104,152,RFF,RFS
1,106,3,RFF,RDD
1,107,1,RFF,RQW
1,108,17,RFF,RWW
1,109,13,RFF,RM1
1,110,33,RFF,RRK
1,111,33,RFF,RXR
1,112,21,RFF,RR1
1,113,4,RFF,RLQ
1,114,13,RFF,RGP
1,116,48343,RFF,RHQ
1,117,6,RFF,RKE
1,118,28,RFF,RJF
1,119,244,RFF,RAE
1,120,1,RFF,REP
1,121,6,RFF,RJ7
1,122,7,RFF,RA7
1,123,15,RFF,RLN
1,124,9201,RFF,RXF
1,125,24,RFF,RCF
1,126,1,RFF,RQ3
1,127,4,RFF,RWG
1,128,128,RFF,RWA
1,130,10,RFF,RQX
1,131,67,RFF,RWE
1,132,35,RFF,REF
1,133,13,RFF,RAJ
1,134,69,RFF,RTR
1,135,20,RFF,RVY
1,136,16,RFF,RWP
1,137,59,RFF,RTG
1,138,4,RFF,RXQ
1,139,8,RFF,RN7
1,140,5,RFF,RCX
1,141,11,RFF,RBA
1,142,102,RFF,RX1
1,143,21,RFF,RNL
1,144,10,RFF,RNQ
1,145,9,RFF,RD1
1,146,25,RFF,RQM
1,147,27,RFF,RWJ
1,148,45,RFF,RKB
1,149,8,RFF,RD8
1,150,12,RFF,RXK
1,152,34,RFF,RTH
1,153,2493,RFF,RWY
2,3,22,RJL,RWF
2,4,7,RJL,RBQ
2,5,20,RJL,RXW
2,6,14,RJL,RE9
2,7,122,RJL,RTD
2,8,15,RJL,RTK
2,9,8,RJL,RBK
2,10,46,RJL,RTX
2,11,42,RJL,RWH
2,12,2659,RJL,RR8
2,13,33,RJL,REM
2,14,28,RJL,RN5
2,15,16,RJL,RC1
2,16,24,RJL,RJ6
2,17,12,RJL,RBL
2,18,9,RJL,RNZ
2,19,12,RJL,R1F
2,20,16,RJL,RYR
2,21,19,RJL,RBD
2,22,19,RJL,RA3
2,23,27,RJL,RQ6
2,24,13,RJL,RAX
2,25,66,RJL,RW6
2,26,28,RJL,RPA
2,27,139,RJL,RRV
2,28,15,RJL,RH8
2,29,48,RJL,RJZ
2,30,39,RJL,RJE
2,31,60,RJL,RRF
2,32,26,RJL,RMC
2,33,62,RJL,RXP
2,34,28,RJL,RA9
2,35,45,RJL,R1K
2,37,40,RJL,RNS
2,38,54,RJL,RVW
2,39,33,RJL,RXN
2,40,75,RJL,RRJ
2,41,24,RJL,RVJ
2,42,20,RJL,RDZ
2,43,25,RJL,RK9
2,44,55,RJL,RP6
2,45,37,RJL,RGQ
2,46,71,RJL,RT3
2,47,33,RJL,RL4
2,48,35,RJL,RXH
2,49,114,RJL,R1H
2,50,32,RJL,RHW
2,51,48,RJL,RTF
2,52,13,RJL,RJR
2,53,14,RJL,RAP
2,54,27,RJL,RTE
2,55,22,RJL,RJC
2,56,296,RJL,RK5
2,57,102,RJL,RGM
2,58,151,RJL,RCD
2,59,18,RJL,RLT
2,60,11,RJL,RA2
2,61,5641,RJL,RP5
2,62,43,RJL,RPY
2,63,12,RJL,RJN
2,64,75,RJL,RYJ
2,65,216,RJL,RFR
2,66,8,RJL,RPC
2,67,19,RJL,RD3
2,68,130,RJL,RJ1
2,69,24,RJL,RR7
2,70,19194,RJL,RWD
2,71,56,RJL,RXL
2,72,23,RJL,RJ2
2,73,3025,RJL,RCB
2,74,23,RJL,RGR
2,75,22,RJL,RDE
2,76,69,RJL,RBV
2,77,23,RJL,RVR
2,78,154,RJL,RGN
2,79,16,RJL,RBN
2,80,32,RJL,RVV
2,81,20,RJL,RAS
2,82,37,RJL,RHM
2,83,21,RJL,RNA
2,84,1,RJL,RA4
2,85,16,RJL,RMP
2,86,31,RJL,RAN
2,87,10,RJL,RQ8
2,88,14,RJL,RBZ
2,89,49,RJL,RET
2,90,51,RJL,RDU
2,91,14,RJL,RBT
2,92,24,RJL,RHU
2,93,18,RJL,RCU
2,94,14,RJL,RL1
2,95,40,RJL,RC9
2,96,20,RJL,RTP
2,97,12,RJL,RXC
2,98,155,RJL,R0A
2,99,20,RJL,RF4
2,100,94,RJL,RM3
2,101,107,RJL,RAL
2,102,145,RJL,RGT
2,103,25,RJL,RN3
2,104,103,RJL,RFS
2,106,27,RJL,RDD
2,107,16,RJL,RQW
2,108,26,RJL,RWW
2,109,112,RJL,RM1
2,110,45,RJL,RRK
2,111,27,RJL,RXR
2,112,47,RJL,RR1
2,113,3,RJL,RLQ
2,114,24,RJL,RGP
2,115,1,RJL,REN
2,116,5580,RJL,RHQ
2,117,20,RJL,RKE
2,118,25,RJL,RJF
2,119,142,RJL,RAE
2,120,21,RJL,REP
2,121,40,RJL,RJ7
2,122,16,RJL,RA7
2,123,42,RJL,RLN
2,124,1023,RJL,RXF
2,125,24,RJL,RCF
2,126,4,RJL,RQ3
2,127,24,RJL,RWG
2,128,39495,RJL,RWA
2,130,11,RJL,RQX
2,131,399,RJL,RWE
2,132,55,RJL,REF
2,133,17,RJL,RAJ
2,134,135,RJL,RTR
2,135,14,RJL,RVY
2,136,37,RJL,RWP
2,137,305,RJL,RTG
2,138,25,RJL,RXQ
2,139,27,RJL,RN7
2,140,51,RJL,RCX
2,141,13,RJL,RBA
2,142,980,RJL,RX1
2,143,29,RJL,RNL
2,144,32,RJL,RNQ
2,145,24,RJL,RD1
2,146,24,RJL,RQM
2,147,21,RJL,RWJ
2,148,58,RJL,RKB
2,149,36,RJL,RD8
2,150,54,RJL,RXK
2,151,1,RJL,RBS
2,152,98,RJL,RTH
2,153,103,RJL,RWY
3,4,1,RWF,RBQ
3,5,40,RWF,RXW
3,6,2,RWF,RE9
3,7,40,RWF,RTD
3,8,183,RWF,RTK
3,9,5,RWF,RBK
3,10,25,RWF,RTX
3,11,78,RWF,RWH
3,12,52,RWF,RR8
3,13,13,RWF,REM
3,14,103,RWF,RN5
3,15,28,RWF,RC1
3,16,390,RWF,RJ6
3,17,16,RWF,RBL
3,18,58,RWF,RNZ
3,19,53,RWF,R1F
3,20,439,RWF,RYR
3,21,78,RWF,RBD
3,22,12,RWF,RA3
3,23,30,RWF,RQ6
3,24,133,RWF,RAX
3,25,24,RWF,RW6
3,26,45944,RWF,RPA
3,27,2941,RWF,RRV
3,28,114,RWF,RH8
3,29,18623,RWF,RJZ
3,30,35,RWF,RJE
3,31,10,RWF,RRF
3,32,16,RWF,RMC
3,33,40,RWF,RXP
3,34,95,RWF,RA9
3,35,417,RWF,R1K
3,37,30,RWF,RNS
3,38,16,RWF,RVW
3,39,20,RWF,RXN
3,40,5,RWF,RRJ
3,41,53,RWF,RVJ
3,42,89,RWF,RDZ
3,43,65,RWF,RK9
3,44,1500,RWF,RP6
3,45,78,RWF,RGQ
3,46,1562,RWF,RT3
3,47,21,RWF,RL4
3,48,3594,RWF,RXH
3,49,1254,RWF,R1H
3,50,95,RWF,RHW
3,51,35,RWF,RTF
3,52,15,RWF,RJR
3,53,52,RWF,RAP
3,54,78,RWF,RTE
3,55,26,RWF,RJC
3,56,38,RWF,RK5
3,57,66,RWF,RGM
3,58,15,RWF,RCD
3,59,9,RWF,RLT
3,60,185,RWF,RA2
3,61,27,RWF,RP5
3,62,1172,RWF,RPY
3,63,7,RWF,RJN
3,64,858,RWF,RYJ
3,65,6,RWF,RFR
3,66,18517,RWF,RPC
3,67,54,RWF,RD3
3,68,15355,RWF,RJ1
3,69,3,RWF,RR7
3,70,66,RWF,RWD
3,71,15,RWF,RXL
3,72,984,RWF,RJ2
3,73,54,RWF,RCB
3,74,69,RWF,RGR
3,75,80,RWF,RDE
3,76,3,RWF,RBV
3,77,326,RWF,RVR
3,78,66,RWF,RGN
3,79,8,RWF,RBN
3,80,21116,RWF,RVV
3,81,41,RWF,RAS
3,82,109,RWF,RHM
3,83,16,RWF,RNA
3,84,31,RWF,RA4
3,85,5,RWF,RMP
3,86,896,RWF,RAN
3,87,118,RWF,RQ8
3,88,55,RWF,RBZ
3,89,3,RWF,RET
3,90,207,RWF,RDU
3,91,10,RWF,RBT
3,92,100,RWF,RHU
3,94,6,RWF,RL1
3,95,29,RWF,RC9
3,96,1991,RWF,RTP
3,97,5426,RWF,RXC
3,98,55,RWF,R0A
3,99,254,RWF,RF4
3,100,18,RWF,RM3
3,101,636,RWF,RAL
3,102,165,RWF,RGT
3,103,43,RWF,RN3
3,104,14,RWF,RFS
3,105,23,RWF,RP4
3,106,192,RWF,RDD
3,107,69,RWF,RQW
3,108,14,RWF,RWW
3,109,164,RWF,RM1
3,110,44,RWF,RRK
3,111,12,RWF,RXR
3,112,32,RWF,RR1
3,113,20,RWF,RLQ
3,114,45,RWF,RGP
3,115,4,RWF,REN
3,116,55,RWF,RHQ
3,117,83,RWF,RKE
3,118,19,RWF,RJF
3,119,6,RWF,RAE
3,120,2,RWF,REP
3,121,928,RWF,RJ7
3,122,86,RWF,RA7
3,123,14,RWF,RLN
3,124,22,RWF,RXF
3,125,16,RWF,RCF
3,126,10,RWF,RQ3
3,127,82,RWF,RWG
3,128,38,RWF,RWA
3,130,81,RWF,RQX
3,131,71,RWF,RWE
3,132,144,RWF,REF
3,133,99,RWF,RAJ
3,134,35,RWF,RTR
3,135,11,RWF,RVY
3,136,48,RWF,RWP
3,137,28,RWF,RTG
3,138,125,RWF,RXQ
3,139,10115,RWF,RN7
3,140,41,RWF,RCX
3,141,52,RWF,RBA
3,142,63,RWF,RX1
3,143,12,RWF,RNL
3,144,26,RWF,RNQ
3,145,85,RWF,RD1
3,146,499,RWF,RQM
3,147,10,RWF,RWJ
3,148,45,RWF,RKB
3,149,34,RWF,RD8
3,150,45,RWF,RXK
3,152,201,RWF,RTH
3,153,15,RWF,RWY
4,5,89,RBQ,RXW
4,6,6,RBQ,RE9
4,7,45,RBQ,RTD
4,10,150,RBQ,RTX
4,11,4,RBQ,RWH
4,12,74,RBQ,RR8
4,13,12455,RBQ,REM
4,14,3,RBQ,RN5
4,16,1,RBQ,RJ6
4,17,7002,RBQ,RBL
4,18,3,RBQ,RNZ
4,19,2,RBQ,R1F
4,20,3,RBQ,RYR
4,21,1,RBQ,RBD
4,22,4,RBQ,RA3
4,23,24846,RBQ,RQ6
4,25,97,RBQ,RW6
4,26,2,RBQ,RPA
4,27,20,RBQ,RRV
4,28,11,RBQ,RH8
4,29,4,RBQ,RJZ
4,30,100,RBQ,RJE
4,31,675,RBQ,RRF
4,32,41,RBQ,RMC
4,33,4,RBQ,RXP
4,34,4,RBQ,RA9
4,37,13,RBQ,RNS
4,38,3,RBQ,RVW
4,39,308,RBQ,RXN
4,40,5,RBQ,RRJ
4,42,9,RBQ,RDZ
4,43,5,RBQ,RK9
4,44,3,RBQ,RP6
4,45,2,RBQ,RGQ
4,46,51,RBQ,RT3
4,47,25,RBQ,RL4
4,48,10,RBQ,RXH
4,49,36,RBQ,R1H
4,51,10,RBQ,RTF
4,52,4714,RBQ,RJR
4,53,3,RBQ,RAP
4,54,9,RBQ,RTE
4,55,6,RBQ,RJC
4,56,4,RBQ,RK5
4,57,3,RBQ,RGM
4,58,10,RBQ,RCD
4,59,6,RBQ,RLT
4,60,5,RBQ,RA2
4,61,13,RBQ,RP5
4,62,2,RBQ,RPY
4,63,33,RBQ,RJN
4,64,24,RBQ,RYJ
4,65,5,RBQ,RFR
4,67,7,RBQ,RD3
4,68,9,RBQ,RJ1
4,70,13,RBQ,RWD
4,71,132,RBQ,RXL
4,73,43,RBQ,RCB
4,74,5,RBQ,RGR
4,76,43,RBQ,RBV
4,77,8,RBQ,RVR
4,78,1,RBQ,RGN
4,79,10532,RBQ,RBN
4,80,4,RBQ,RVV
4,81,1,RBQ,RAS
4,82,11,RBQ,RHM
4,83,13,RBQ,RNA
4,85,18,RBQ,RMP
4,86,3,RBQ,RAN
4,87,4,RBQ,RQ8
4,88,1,RBQ,RBZ
4,89,1523,RBQ,RET
4,90,5,RBQ,RDU
4,91,282,RBQ,RBT
4,92,3,RBQ,RHU
4,94,79,RBQ,RL1
4,96,1,RBQ,RTP
4,97,2,RBQ,RXC
4,98,785,RBQ,R0A
4,99,2,RBQ,RF4
4,100,157,RBQ,RM3
4,101,25,RBQ,RAL
4,102,7,RBQ,RGT
4,103,7,RBQ,RN3
4,104,2,RBQ,RFS
4,106,3,RBQ,RDD
4,107,2,RBQ,RQW
4,108,6345,RBQ,RWW
4,109,2,RBQ,RM1
4,110,19,RBQ,RRK
4,111,139,RBQ,RXR
4,112,20,RBQ,RR1
4,113,4,RBQ,RLQ
4,114,2,RBQ,RGP
4,115,2705,RBQ,REN
4,116,56,RBQ,RHQ
4,117,1,RBQ,RKE
4,118,2,RBQ,RJF
4,120,1505,RBQ,REP
4,121,7,RBQ,RJ7
4,122,6,RBQ,RA7
4,124,29,RBQ,RXF
4,125,9,RBQ,RCF
4,126,4,RBQ,RQ3
4,127,2,RBQ,RWG
4,128,31,RBQ,RWA
4,130,4,RBQ,RQX
4,131,26,RBQ,RWE
4,132,5,RBQ,REF
4,133,3,RBQ,RAJ
4,134,12,RBQ,RTR
4,135,6779,RBQ,RVY
4,136,13,RBQ,RWP
4,137,10,RBQ,RTG
4,138,3,RBQ,RXQ
4,139,2,RBQ,RN7
4,141,2,RBQ,RBA
4,142,16,RBQ,RX1
4,143,47,RBQ,RNL
4,144,3,RBQ,RNQ
4,145,23,RBQ,RD1
4,146,4,RBQ,RQM
4,147,22,RBQ,RWJ
4,148,11,RBQ,RKB
4,149,2,RBQ,RD8
4,150,12,RBQ,RXK
4,151,67,RBQ,RBS
4,152,11,RBQ,RTH
4,153,34,RBQ,RWY
5,6,6,RXW,RE9
5,7,41,RXW,RTD
5,8,27,RXW,RTK
5,9,573,RXW,RBK
5,10,62,RXW,RTX
5,11,46,RXW,RWH
5,12,91,RXW,RR8
5,13,110,RXW,REM
5,14,59,RXW,RN5
5,15,22,RXW,RC1
5,16,14,RXW,RJ6
5,17,76,RXW,RBL
5,18,29,RXW,RNZ
5,19,28,RXW,R1F
5,20,26,RXW,RYR
5,21,62,RXW,RBD
5,22,24,RXW,RA3
5,23,317,RXW,RQ6
5,24,25,RXW,RAX
5,25,58,RXW,RW6
5,26,12,RXW,RPA
5,27,270,RXW,RRV
5,28,60,RXW,RH8
5,29,74,RXW,RJZ
5,30,11915,RXW,RJE
5,31,58,RXW,RRF
5,32,30,RXW,RMC
5,33,16,RXW,RXP
5,34,56,RXW,RA9
5,35,55,RXW,R1K
5,37,46,RXW,RNS
5,38,23,RXW,RVW
5,39,56,RXW,RXN
5,40,163,RXW,RRJ
5,41,43,RXW,RVJ
5,42,44,RXW,RDZ
5,43,67,RXW,RK9
5,44,89,RXW,RP6
5,45,19,RXW,RGQ
5,46,100,RXW,RT3
5,47,10037,RXW,RL4
5,48,43,RXW,RXH
5,49,140,RXW,R1H
5,50,54,RXW,RHW
5,51,36,RXW,RTF
5,52,1107,RXW,RJR
5,53,18,RXW,RAP
5,54,144,RXW,RTE
5,55,76,RXW,RJC
5,56,32,RXW,RK5
5,57,41,RXW,RGM
5,58,22,RXW,RCD
5,59,77,RXW,RLT
5,60,42,RXW,RA2
5,61,30,RXW,RP5
5,62,87,RXW,RPY
5,63,49,RXW,RJN
5,64,126,RXW,RYJ
5,65,8,RXW,RFR
5,66,16,RXW,RPC
5,67,23,RXW,RD3
5,68,182,RXW,RJ1
5,69,22,RXW,RR7
5,70,84,RXW,RWD
5,71,57,RXW,RXL
5,72,34,RXW,RJ2
5,73,89,RXW,RCB
5,74,39,RXW,RGR
5,75,35,RXW,RDE
5,76,580,RXW,RBV
5,77,34,RXW,RVR
5,78,45,RXW,RGN
5,79,81,RXW,RBN
5,80,48,RXW,RVV
5,81,20,RXW,RAS
5,82,48,RXW,RHM
5,83,1939,RXW,RNA
5,84,29,RXW,RA4
5,85,23,RXW,RMP
5,86,19,RXW,RAN
5,87,7,RXW,RQ8
5,88,41,RXW,RBZ
5,89,399,RXW,RET
5,90,119,RXW,RDU
5,91,1210,RXW,RBT
5,92,59,RXW,RHU
5,93,2,RXW,RCU
5,94,55639,RXW,RL1
5,95,20,RXW,RC9
5,96,33,RXW,RTP
5,97,31,RXW,RXC
5,98,426,RXW,R0A
5,99,34,RXW,RF4
5,100,151,RXW,RM3
5,101,158,RXW,RAL
5,102,105,RXW,RGT
5,103,62,RXW,RN3
5,104,24,RXW,RFS
5,106,27,RXW,RDD
5,107,16,RXW,RQW
5,108,80,RXW,RWW
5,109,56,RXW,RM1
5,110,6214,RXW,RRK
5,111,30,RXW,RXR
5,112,1135,RXW,RR1
5,113,3378,RXW,RLQ
5,114,11,RXW,RGP
5,115,105,RXW,REN
5,116,248,RXW,RHQ
5,117,24,RXW,RKE
5,118,178,RXW,RJF
5,119,15,RXW,RAE
5,120,57,RXW,REP
5,121,80,RXW,RJ7
5,122,81,RXW,RA7
5,123,24,RXW,RLN
5,124,28,RXW,RXF
5,125,16,RXW,RCF
5,126,363,RXW,RQ3
5,127,30,RXW,RWG
5,128,35,RXW,RWA
5,130,25,RXW,RQX
5,131,157,RXW,RWE
5,132,129,RXW,REF
5,133,30,RXW,RAJ
5,134,38,RXW,RTR
5,135,26,RXW,RVY
5,136,1855,RXW,RWP
5,137,139,RXW,RTG
5,138,38,RXW,RXQ
5,139,16,RXW,RN7
5,140,12,RXW,RCX
5,141,50,RXW,RBA
5,142,115,RXW,RX1
5,143,22,RXW,RNL
5,144,27,RXW,RNQ
5,145,39,RXW,RD1
5,146,54,RXW,RQM
5,147,34,RXW,RWJ
5,148,182,RXW,RKB
5,149,32,RXW,RD8
5,150,1030,RXW,RXK
5,151,4,RXW,RBS
5,152,214,RXW,RTH
5,153,29,RXW,RWY
6,7,24536,RE9,RTD
6,8,1,RE9,RTK
6,9,2,RE9,RBK
6,10,25,RE9,RTX
6,11,2,RE9,RWH
6,12,51,RE9,RR8
6,13,6,RE9,REM
6,14,9,RE9,RN5
6,15,1,RE9,RC1
6,16,5,RE9,RJ6
6,17,7,RE9,RBL
6,18,6,RE9,RNZ
6,19,1,RE9,R1F
6,20,5,RE9,RYR
6,21,4,RE9,RBD
6,22,2,RE9,RA3
6,23,13,RE9,RQ6
6,24,3,RE9,RAX
6,25,14,RE9,RW6
6,26,5,RE9,RPA
6,27,20,RE9,RRV
6,29,17,RE9,RJZ
6,30,10,RE9,RJE
6,31,1,RE9,RRF
6,33,2574,RE9,RXP
6,34,8,RE9,RA9
6,35,4,RE9,R1K
6,37,1,RE9,RNS
6,38,171,RE9,RVW
6,39,7,RE9,RXN
6,41,8,RE9,RVJ
6,43,9,RE9,RK9
6,45,5,RE9,RGQ
6,46,10,RE9,RT3
6,47,3,RE9,RL4
6,48,2,RE9,RXH
6,49,30,RE9,R1H
6,50,3,RE9,RHW
6,51,747,RE9,RTF
6,52,6,RE9,RJR
6,53,5,RE9,RAP
6,54,6,RE9,RTE
6,55,2,RE9,RJC
6,56,2,RE9,RK5
6,57,5,RE9,RGM
6,58,9,RE9,RCD
6,59,4,RE9,RLT
6,60,4,RE9,RA2
6,61,22,RE9,RP5
6,63,2,RE9,RJN
6,64,19,RE9,RYJ
6,65,1,RE9,RFR
6,67,6,RE9,RD3
6,68,12,RE9,RJ1
6,69,7840,RE9,RR7
6,70,23,RE9,RWD
6,71,15,RE9,RXL
6,72,2,RE9,RJ2
6,73,71,RE9,RCB
6,74,1,RE9,RGR
6,75,4,RE9,RDE
6,76,1,RE9,RBV
6,77,4,RE9,RVR
6,78,6,RE9,RGN
6,79,6,RE9,RBN
6,80,10,RE9,RVV
6,81,12,RE9,RAS
6,82,3,RE9,RHM
6,84,1,RE9,RA4
6,85,9,RE9,RMP
6,86,7,RE9,RAN
6,87,3,RE9,RQ8
6,88,1,RE9,RBZ
6,89,1,RE9,RET
6,90,20,RE9,RDU
6,91,4,RE9,RBT
6,92,5,RE9,RHU
6,94,1,RE9,RL1
6,95,5,RE9,RC9
6,96,2,RE9,RTP
6,97,3,RE9,RXC
6,98,12,RE9,R0A
6,99,6,RE9,RF4
6,100,18,RE9,RM3
6,101,19,RE9,RAL
6,102,13,RE9,RGT
6,103,3,RE9,RN3
6,104,5,RE9,RFS
6,105,1,RE9,RP4
6,106,3,RE9,RDD
6,107,3,RE9,RQW
6,108,2,RE9,RWW
6,109,9,RE9,RM1
6,110,5,RE9,RRK
6,111,5,RE9,RXR
6,112,8,RE9,RR1
6,113,7,RE9,RLQ
6,114,4,RE9,RGP
6,116,30,RE9,RHQ
6,117,4,RE9,RKE
6,118,6,RE9,RJF
6,119,10,RE9,RAE
6,120,1,RE9,REP
6,121,1,RE9,RJ7
6,122,1,RE9,RA7
6,123,44269,RE9,RLN
6,124,12,RE9,RXF
6,125,2,RE9,RCF
6,126,2,RE9,RQ3
6,127,4,RE9,RWG
6,128,21,RE9,RWA
6,130,4,RE9,RQX
6,131,10,RE9,RWE
6,132,4,RE9,REF
6,133,7,RE9,RAJ
6,134,286,RE9,RTR
6,135,6,RE9,RVY
6,136,6,RE9,RWP
6,137,9,RE9,RTG
6,138,6,RE9,RXQ
6,139,2,RE9,RN7
6,140,3,RE9,RCX
6,141,5,RE9,RBA
6,142,14,RE9,RX1
6,143,103,RE9,RNL
6,144,3,RE9,RNQ
6,145,6,RE9,RD1
6,146,10,RE9,RQM
6,147,6,RE9,RWJ
6,148,10,RE9,RKB
6,149,4,RE9,RD8
6,150,3,RE9,RXK
6,152,14,RE9,RTH
6,153,13,RE9,RWY
7,8,46,RTD,RTK
7,9,21,RTD,RBK
7,10,1205,RTD,RTX
7,11,58,RTD,RWH
7,12,1200,RTD,RR8
7,13,75,RTD,REM
7,14,95,RTD,RN5
7,15,55,RTD,RC1
7,16,39,RTD,RJ6
7,17,75,RTD,RBL
7,18,30,RTD,RNZ
7,19,18,RTD,R1F
7,20,38,RTD,RYR
7,21,34,RTD,RBD
7,22,15,RTD,RA3
7,23,236,RTD,RQ6
7,24,77,RTD,RAX
7,25,190,RTD,RW6
7,26,42,RTD,RPA
7,27,419,RTD,RRV
7,28,57,RTD,RH8
7,29,218,RTD,RJZ
7,30,94,RTD,RJE
7,31,239,RTD,RRF
7,32,55,RTD,RMC
7,33,33969,RTD,RXP
7,34,28,RTD,RA9
7,35,78,RTD,R1K
7,37,45,RTD,RNS
7,38,6315,RTD,RVW
7,39,229,RTD,RXN
7,40,12,RTD,RRJ
7,41,99,RTD,RVJ
7,42,45,RTD,RDZ
7,43,53,RTD,RK9
7,44,136,RTD,RP6
7,45,53,RTD,RGQ
7,46,60,RTD,RT3
7,47,42,RTD,RL4
7,48,84,RTD,RXH
7,49,278,RTD,R1H
7,50,79,RTD,RHW
7,51,159905,RTD,RTF
7,52,61,RTD,RJR
7,53,30,RTD,RAP
7,54,53,RTD,RTE
7,55,68,RTD,RJC
7,56,120,RTD,RK5
7,57,59,RTD,RGM
7,58,332,RTD,RCD
7,59,12,RTD,RLT
7,60,44,RTD,RA2
7,61,171,RTD,RP5
7,62,60,RTD,RPY
7,63,35,RTD,RJN
7,64,233,RTD,RYJ
7,65,74,RTD,RFR
7,66,26,RTD,RPC
7,67,29,RTD,RD3
7,68,252,RTD,RJ1
7,69,104068,RTD,RR7
7,70,210,RTD,RWD
7,71,164,RTD,RXL
7,72,60,RTD,RJ2
7,73,1396,RTD,RCB
7,74,27,RTD,RGR
7,75,46,RTD,RDE
7,76,107,RTD,RBV
7,77,63,RTD,RVR
7,78,110,RTD,RGN
7,79,65,RTD,RBN
7,80,87,RTD,RVV
7,81,33,RTD,RAS
7,82,118,RTD,RHM
7,83,19,RTD,RNA
7,84,19,RTD,RA4
7,85,32,RTD,RMP
7,86,25,RTD,RAN
7,87,30,RTD,RQ8
7,88,30,RTD,RBZ
7,89,79,RTD,RET
7,90,109,RTD,RDU
7,91,58,RTD,RBT
7,92,59,RTD,RHU
7,94,15,RTD,RL1
7,95,62,RTD,RC9
7,96,38,RTD,RTP
7,97,41,RTD,RXC
7,98,723,RTD,R0A
7,99,50,RTD,RF4
7,100,258,RTD,RM3
7,101,322,RTD,RAL
7,102,244,RTD,RGT
7,103,29,RTD,RN3
7,104,49,RTD,RFS
7,105,8,RTD,RP4
7,106,29,RTD,RDD
7,107,37,RTD,RQW
7,108,90,RTD,RWW
7,109,106,RTD,RM1
7,110,168,RTD,RRK
7,111,174,RTD,RXR
7,112,91,RTD,RR1
7,113,25,RTD,RLQ
7,114,22,RTD,RGP
7,115,27,RTD,REN
7,116,805,RTD,RHQ
7,117,42,RTD,RKE
7,118,66,RTD,RJF
7,119,233,RTD,RAE
7,120,42,RTD,REP
7,121,143,RTD,RJ7
7,122,90,RTD,RA7
7,123,51393,RTD,RLN
7,124,385,RTD,RXF
7,125,134,RTD,RCF
7,126,30,RTD,RQ3
7,127,50,RTD,RWG
7,128,445,RTD,RWA
7,130,96,RTD,RQX
7,131,220,RTD,RWE
7,132,108,RTD,REF
7,133,33,RTD,RAJ
7,134,13172,RTD,RTR
7,135,74,RTD,RVY
7,136,64,RTD,RWP
7,137,160,RTD,RTG
7,138,57,RTD,RXQ
