LSOA11,PROCODE3,EVENT_COUNT
E01023185,RN5,1977
E01027492,RTF,1977
E01006013,RMP,1976
E01014200,RXW,1976
E01033545,RTD,1976
E01024485,RWF,1976
E01021614,RQ8,1976
E01014482,RD1,1976
E01015505,RN3,1976
E01016402,RHW,1976
E01023744,RWG,1976
E01014169,RXW,1976
E01017379,RD8,1976
E01012618,RXR,1975
E01018074,RGN,1975
E01024792,RWF,1975
E01032037,RNZ,1975
E01029358,RL4,1975
E01001511,RAL,1975
E01005869,RWJ,1975
E01016968,RXH,1975
E01020546,RA4,1975
E01032625,RA2,1975
E01023410,RWG,1974
E01028418,RX1,1974
E01000488,RYJ,1974
E01010397,RL4,1974
E01014945,RVJ,1974
E01021119,RXC,1974
E01023977,RVV,1974
E01015719,RC9,1974
E01025552,RXL,1973
E01015376,RDZ,1973
E01020340,RK9,1973
E01010955,RWY,1973
E01005399,RW6,1973
E01005386,RW6,1973
E01001140,RJ6,1973
E01016275,RHW,1973
E01027324,RNS,1973
E01014547,RA7,1973
E01013218,RJL,1973
E01010860,RCF,1973
E01001923,RQM,1972
E01005254,RW6,1972
E01001233,RYJ,1972
E01007724,RFR,1972
E01023408,RWG,1972
E01001189,RJ6,1972
E01012197,RVW,1972
E01018491,RBT,1972
E01027765,RTR,1972
E01002896,RQM,1972
E01027072,RNQ,1972
E01033485,RYJ,1972
E01019508,RK5,1972
E01033079,RD1,1972
E01018190,RGN,1972
E01017430,RC1,1972
E01021924,RAJ,1972
E01001692,RJ2,1971
E01015778,RC9,1971
E01028654,RHW,1971
E01022021,RDE,1971
E01028760,RTH,1971
E01012820,RWA,1971
E01005634,RM3,1971
E01033696,RAE,1971
E01005825,RWJ,1971
E01033221,RXP,1971
E01028630,RTH,1971
E01021951,RAJ,1970
E01019679,RX1,1970
E01012770,RWA,1970
E01009232,RR1,1970
E01004058,RJ1,1970
E01009108,RRK,1970
E01020607,RXP,1970
E01004883,RMC,1970
E01001137,RJ6,1970
E01028631,RTH,1970
E01005610,RM3,1969
E01017122,RHU,1969
E01016289,RHW,1969
E01019454,RTG,1969
E01015548,RN3,1969
E01011476,RR8,1969
E01031972,RNZ,1969
E01023605,RWH,1969
E01019313,RNL,1969
E01016312,RHW,1969
E01023035,RHM,1968
E01018586,RWJ,1968
E01022296,RTE,1968
E01020224,RA9,1968
E01030593,RTP,1968
E01011108,RWY,1968
E01000883,RAL,1968
E01007751,RFR,1968
E01028659,RHW,1968
E01000628,R1K,1967
E01027435,RTF,1967
E01025916,RJF,1967
E01018387,RBT,1967
E01022741,RHU,1967
E01022144,RTE,1967
E01000377,RN7,1967
E01003248,RJ2,1967
E01001993,RKE,1967
E01023493,RQW,1967
E01011007,RWY,1967
E01015345,RDZ,1967
E01025233,RXN,1967
E01017892,RXQ,1966
E01015018,RVJ,1966
E01015781,RC9,1966
E01022167,RTE,1966
E01023058,RHM,1966
E01011966,RVW,1966
E01030913,RA2,1966
E01001373,R1K,1966
E01017288,R1F,1966
E01006609,REM,1966
E01027225,RNS,1966
E01001534,RAL,1966
E01009924,RXK,1965
E01016214,RDU,1965
E01025232,RXN,1965
E01012613,RXR,1965
E01031620,RTP,1965
E01002450,RAS,1965
E01000508,RYJ,1965
E01011890,RXF,1965
E01014532,RA7,1965
E01024025,RVV,1965
E01026471,RGR,1965
E01000590,R1K,1964
E01006293,RRF,1964
E01007590,RP5,1964
E01014392,RD1,1964
E01011855,RXF,1964
E01027418,RTF,1964
E01011268,RR8,1964
E01005737,RM3,1964
E01028675,RTH,1964
E01005366,RW6,1964
E01020631,RXP,1964
E01020149,RK9,1964
E01001774,RQX,1964
E01012634,RXR,1964
E01000069,RF4,1964
E01029658,RL4,1964
E01006603,REM,1963
E01028369,RX1,1963
E01002712,RRV,1963
E01001212,RYJ,1963
E01003305,RJ2,1963
E01008659,RE9,1963
E01008873,RLN,1963
E01015743,RC9,1963
E01000833,RJZ,1963
E01017736,RXQ,1963
E01020253,RA9,1963
E01027507,RTD,1963
E01010307,RBK,1963
E01029870,RGQ,1963
E01000962,RAL,1962
E01028923,RXW,1962
E01005422,RW6,1962
E01027709,RCD,1962
E01019516,RK5,1962
E01027385,RTF,1962
E01023894,RWG,1962
E01022161,RTE,1962
E01029730,RJE,1962
E01021584,RQ8,1961
E01023836,RWG,1961
E01008679,RE9,1961
E01002545,RAS,1961
E01027336,RNQ,1961
E01000414,RJ2,1961
E01027056,RNQ,1961
E01023517,RWH,1961
E01029489,RJF,1961
E01026981,RNQ,1961
E01031021,RR1,1961
E01000780,RJZ,1961
E01021521,RAJ,1960
E01010081,RNA,1960
E01027328,RNQ,1960
E01022587,RA2,1960
E01022647,RN5,1960
E01004243,R1H,1960
E01000492,RYJ,1960
E01032737,RPA,1960
E01013898,RX1,1960
E01017920,RXQ,1960
E01029401,RJE,1960
E01031557,RTP,1960
E01030823,RTP,1960
E01027485,RTF,1960
E01030837,RTP,1960
E01016028,RPA,1960
E01002718,RRV,1960
E01019966,RH8,1959
E01003267,RJ2,1959
E01031922,RD1,1959
E01018936,RBZ,1959
E01015810,RC9,1959
E01005439,RW6,1959
E01006398,RRF,1959
E01031121,RLT,1959
E01033663,R0A,1958
E01033181,RGN,1958
E01017924,RXQ,1958
E01030118,RGT,1958
E01017149,RHM,1958
E01025394,RXR,1958
E01033115,RGT,1958
E01011171,RWY,1958
E01005375,RW6,1957
E01015114,RK9,1957
E01002238,R1K,1957
E01022602,RA2,1957
E01012005,RVW,1957
E01003432,RJ7,1957
E01024466,RWF,1957
E01021947,RAJ,1957
E01014122,RXW,1957
E01030275,RGP,1957
E01022058,RQ8,1957
E01033314,RWH,1956
E01013314,RJL,1956
E01001870,RYJ,1956
E01012245,RVW,1956
E01001159,RJZ,1956
E01032324,RWP,1956
E01011692,RR8,1956
E01015106,RK9,1956
E01027770,RTR,1956
E01024970,RXN,1956
E01022664,RN5,1956
E01027362,RTF,1956
E01025911,RWE,1956
E01020397,RNZ,1956
E01002217,R1K,1956
E01008619,RLN,1956
E01010248,RBK,1956
E01021590,RQ8,1956
E01017231,RHM,1956
E01011330,RR8,1956
E01000472,R1K,1956
E01015722,RC9,1956
E01028388,RX1,1955
E01021100,RXC,1955
E01005402,RW6,1955
E01029198,RA4,1955
E01031539,RYR,1955
E01027046,RGN,1955
E01031108,RLT,1955
E01019437,RTG,1955
E01010594,RAE,1954
E01015324,RDZ,1954
E01006766,RQ6,1954
E01003144,RJ7,1954
E01018681,RBT,1954
E01015800,RC9,1954
E01030929,RA2,1954
E01008628,RE9,1954
E01029853,RJF,1954
E01019743,RWJ,1954
E01031856,RD1,1954
E01022613,RHU,1954
E01001738,RQX,1954
E01028042,RP5,1953
E01033483,RXP,1953
E01008949,RRK,1953
E01014902,RVJ,1953
E01017936,RXQ,1953
E01019493,RFS,1953
E01032661,RD3,1953
E01025340,RXR,1952
E01022363,RTE,1952
E01013210,RJL,1952
E01012897,RWA,1952
E01000619,R1K,1952
E01001753,RQX,1952
E01023892,RWG,1952
E01013285,RJL,1952
E01026402,RJL,1952
E01024408,RWF,1952
E01024780,RWF,1952
E01023072,RHM,1952
E01027535,RTF,1952
E01022798,RHU,1952
E01003708,RF4,1951
E01014198,RXW,1951
E01005436,RW6,1951
E01003163,RJ1,1951
E01013219,RJL,1951
E01028126,RX1,1951
E01010883,RWY,1951
E01028187,RX1,1951
E01033093,RJ7,1951
E01016187,RDU,1951
E01016661,RHW,1951
E01028870,RXW,1951
E01004667,RQM,1951
E01023021,RNZ,1951
E01012758,RWA,1950
E01025809,RWE,1950
E01004915,RMC,1950
E01032815,RVV,1950
E01010789,RAE,1950
E01006294,RRF,1950
E01007774,RFR,1950
E01024419,RWF,1950
E01032061,RD1,1950
E01030835,RTP,1950
E01017082,RHU,1949
E01010657,RAE,1949
E01004753,RQM,1949
E01021746,R1H,1949
E01017864,RXQ,1949
E01025389,RXR,1949
E01018628,RJN,1949
E01016267,RHW,1949
E01028151,RX1,1949
E01023885,RWG,1949
E01026563,RM1,1949
E01023268,RN5,1949
E01032938,RTE,1949
E01010084,RXK,1949
E01000398,RJ2,1949
E01017372,RC1,1949
E01020488,RD3,1948
E01007191,RBL,1948
E01033139,RQ8,1948
E01001641,RJ2,1948
E01002555,RQM,1948
E01005759,RWJ,1948
E01001452,RAL,1948
E01028089,RX1,1948
E01024332,RWF,1948
E01010688,RAE,1948
E01020926,RXC,1948
E01017740,RXQ,1947
E01007641,RP5,1947
E01016331,RHW,1947
E01029394,RL4,1947
E01027665,RCD,1947
E01010183,RR1,1947
E01026285,RWD,1947
E01001811,RQX,1947
E01013275,RJL,1947
E01021244,RDD,1947
E01011451,RR8,1947
E01025478,RVY,1946
E01019137,RNL,1946
E01020705,RXP,1946
E01032748,RHM,1946
E01021438,RF4,1946
E01029700,RJE,1946
E01015382,RD3,1946
E01011826,RXF,1946
E01004804,RMC,1946
E01018500,RBT,1946
E01020363,RDZ,1946
E01018648,R0A,1945
E01032398,RWP,1945
E01004987,RW6,1945
E01032751,RHM,1945
E01014545,RA7,1945
E01005883,RWJ,1945
E01018712,RBT,1945
E01002609,RQM,1945
E01010836,RAE,1944
E01011279,RR8,1944
E01000878,RAL,1944
E01021264,RDD,1944
E01007664,RP5,1944
E01017481,RC1,1944
E01003696,RF4,1944
E01002474,RAS,1944
E01006008,RMP,1944
E01033390,RK5,1944
E01014744,RA3,1944
E01007806,RFR,1944
E01017697,RXQ,1944
E01002189,R1K,1944
E01005325,RW6,1944
E01020849,RXP,1944
E01017080,RHU,1943
E01011628,RR8,1943
E01005543,RW6,1943
E01027064,RNQ,1943
E01022706,RN5,1943
E01021992,RDE,1943
E01005707,RM3,1943
E01006426,RBN,1943
E01025219,RXR,1943
E01020951,RXC,1943
E01010395,RL4,1943
E01022735,RHU,1942
E01002452,RAS,1942
E01004580,RQM,1942
E01012911,RWA,1942
E01013325,RJL,1942
E01010695,RCF,1942
E01011098,RWY,1942
E01026608,RGP,1942
E01009014,RR1,1942
E01033750,RQ6,1942
E01032808,RVV,1942
E01027164,RNS,1942
E01024960,RXN,1942
E01009763,RNA,1942
E01009202,RXK,1941
E01021259,RDD,1941
E01005978,RMP,1941
E01007667,RFR,1941
E01030582,RTP,1941
E01022358,RTE,1941
E01019693,RX1,1941
E01020163,RK9,1940
E01028064,RP5,1940
E01005997,RMP,1940
E01011301,RR8,1940
E01007423,RFF,1940
E01005557,RW6,1940
E01014530,RA7,1940
E01027628,RTR,1940
E01005391,RW6,1940
E01017731,RXQ,1940
E01021185,RXC,1940
E01021447,RDD,1940
E01004558,RJ7,1939
E01018428,RJE,1939
E01005538,RW6,1939
E01017891,RXQ,1939
E01005716,RM3,1939
E01003083,RJZ,1939
E01023484,RWH,1939
E01023820,RWG,1939
E01006937,REM,1939
E01017532,RC1,1939
E01031516,RYR,1939
E01028105,RX1,1939
E01007530,RP5,1939
E01014559,RA7,1939
E01012214,RVW,1939
E01002687,RYJ,1938
E01000519,R1K,1938
E01021377,RDE,1938
E01021559,RQ8,1938
E01007388,RFF,1938
E01003141,RJ7,1938
E01009436,RR1,1938
E01004553,RJ7,1937
E01026156,RWD,1937
E01028717,RTH,1937
E01009166,RRK,1937
E01010164,RR1,1937
E01014188,RXW,1937
E01019628,RFS,1937
E01011951,RVW,1937
E01011075,RWY,1937
E01001568,RAL,1936
E01021756,RQW,1936
E01010346,RBK,1936
E01003178,RJZ,1936
E01029676,RNA,1936
E01023200,RHM,1936
E01004427,R1H,1936
E01027699,RCD,1936
E01032210,RWP,1936
E01013140,RJL,1936
E01023562,RWG,1936
E01029814,RJE,1936
E01031868,RN3,1935
E01002479,RAS,1935
E01017111,RHU,1935
E01018206,RGN,1935
E01007432,RFF,1935
E01019321,RNL,1935
E01010662,RAE,1935
E01018728,RBT,1935
E01027891,RXF,1935
E01016618,RHW,1935
E01015773,RC9,1935
E01014955,RVJ,1935
E01005665,RMC,1935
E01012281,RVW,1935
E01006641,RQ6,1935
E01002219,R1K,1935
E01017796,RXQ,1934
E01011987,RVW,1934
E01023415,RWG,1934
E01018516,RBT,1934
E01027578,RCF,1934
E01006007,RMP,1934
E01000629,R1K,1933
E01001280,RYJ,1933
E01017643,RTH,1933
E01021505,RAJ,1933
E01010700,RCF,1933
E01028046,RP5,1933
E01025345,RXR,1933
E01005639,RM3,1933
E01015426,RD3,1933
E01021051,RXH,1933
E01032681,RVJ,1933
E01023509,RWH,1933
E01018124,RGN,1933
E01010870,RAE,1933
E01011102,RWY,1933
E01014481,RD1,1933
E01024974,RXN,1933
E01024329,RWF,1933
E01032818,RVV,1932
E01002742,RKE,1932
E01017575,RC9,1932
E01025364,RXR,1932
E01025496,RVY,1932
E01025425,RXN,1932
E01031870,RN3,1932
E01002169,R1K,1932
E01027192,RNS,1931
E01030925,RA2,1931
E01018408,RJN,1931
E01004942,RW6,1931
E01003147,RJ7,1931
E01017720,RXQ,1931
E01026652,RCX,1931
E01012733,RXL,1931
E01014777,RA7,1931
E01032186,RWP,1931
E01000462,RJZ,1931
E01016695,RHW,1931
E01018515,RBT,1931
E01010575,RAE,1931
E01002416,RAS,1931
E01023987,RVV,1931
E01017694,RXQ,1930
E01014677,RVJ,1930
E01008066,RHQ,1930
E01019237,RNL,1930
E01029546,RJE,1930
E01017901,RXQ,1930
E01014397,RD1,1929
E01015379,RD3,1929
E01014103,RXW,1929
E01020720,RXP,1929
E01030498,RA2,1929
E01020205,RA9,1929
E01020918,RXC,1929
E01008598,RE9,1929
E01020230,RH8,1929
E01030345,RVR,1929
E01007475,RP5,1929
E01024555,RVV,1928
E01031014,RLT,1928
E01007685,RFR,1928
E01022883,RN5,1928
E01018789,RK9,1928
E01021736,RDE,1928
E01017916,RXQ,1928
E01013231,RJL,1927
E01018654,RJN,1927
E01027722,RCD,1927
E01013310,RJL,1927
E01013207,RJL,1927
E01032857,RDU,1927
E01024778,RWF,1927
E01012812,RWA,1927
E01027503,RTD,1927
E01028483,RTH,1926
E01005040,RW6,1926
E01000581,RYJ,1926
E01004882,RMC,1926
E01004923,RMC,1926
E01007310,RBL,1926
E01031739,RPC,1926
E01003862,RAX,1926
E01033535,RJF,1926
E01020632,RXP,1926
E01026565,RM1,1926
E01014992,RVJ,1925
E01011089,RWY,1925
E01017160,RHM,1925
E01029052,RBA,1925
E01028820,RTH,1925
E01007235,RBL,1925
E01002223,R1K,1925
E01013106,RWA,1925
E01011187,RWY,1925
E01018186,RGN,1925
E01022265,RTE,1925
E01025273,RXN,1925
E01023479,RWH,1925
E01010687,RAE,1924
E01021345,RDD,1924
E01005968,RMP,1924
E01006290,RRF,1924
E01012410,RBN,1924
E01010774,RR8,1924
E01029170,RBA,1924
E01005712,RM3,1924
E01001372,R1K,1924
E01022226,RTE,1924
E01029085,RA3,1924
E01015618,RGN,1924
E01008542,RTD,1923
E01021725,RDE,1923
E01033144,RQ8,1923
E01026965,RNQ,1923
E01014622,RVJ,1923
E01016416,RHW,1923
E01026845,RM1,1923
E01028871,RXW,1923
E01010408,RL4,1923
E01003744,R1H,1923
E01033596,RRV,1923
E01011950,RVW,1923
E01019714,RWJ,1923
E01020894,RXP,1923
E01011181,RWY,1923
E01022961,RHU,1922
E01014778,RA7,1922
E01017485,RC1,1922
E01033114,RGT,1922
E01033758,RQ6,1922
E01023503,RQW,1922
E01033359,RA7,1922
E01007314,RBL,1922
E01027531,RTF,1922
E01017044,RHU,1922
E01011261,RXF,1922
E01008994,RRK,1922
E01016576,RTK,1922
E01000527,R1K,1922
E01027437,RTF,1921
E01013004,RJL,1921
E01024417,RWF,1921
E01024467,RWF,1921
E01025070,RXR,1921
E01003299,RJ2,1921
E01027458,RTF,1921
E01016374,RHW,1921
E01003811,RAX,1921
E01012617,RXR,1921
E01023054,RDZ,1921
E01022926,RHU,1920
E01018393,RJN,1920
E01004650,RYJ,1920
E01010077,RXK,1920
E01028201,RK5,1920
E01032150,RWP,1920
E01028892,RXW,1920
E01021073,RXC,1920
E01030943,RA2,1920
E01004981,RW6,1920
E01024577,RPA,1920
E01015914,RAJ,1919
E01025381,RXR,1919
E01025253,RXN,1919
E01033336,RVJ,1919
E01029863,RJF,1919
E01018748,RBT,1919
E01031593,RTP,1919
E01012584,RXR,1918
E01003310,RJ2,1918
E01023057,RHM,1918
E01032755,RHM,1918
E01024722,RPA,1918
E01024905,RXR,1918
E01017760,RXQ,1918
E01027453,RTF,1918
E01000913,RKE,1918
E01000465,RJ2,1918
E01021396,RQ8,1918
E01017498,RC1,1918
E01012002,RVW,1918
E01023425,RXQ,1918
E01025393,RXR,1918
E01010118,RR1,1917
E01005039,RW6,1917
E01013132,RJL,1917
E01021971,RDE,1917
E01005871,RWJ,1917
E01008578,RTD,1917
E01027461,RTF,1917
E01015572,RN3,1917
E01031657,RTP,1917
E01033698,RQX,1917
E01017894,RXQ,1917
E01017923,RXQ,1917
E01028842,RL4,1917
E01033494,RKE,1917
E01001711,RJ2,1917
E01016013,RDD,1917
E01021550,RQ8,1917
E01010853,RAE,1917
E01017737,RXQ,1916
E01003695,RF4,1916
E01015925,RDD,1916
E01018632,RJN,1916
E01023030,RHM,1916
E01005343,RW6,1916
E01001937,RQM,1916
E01022205,RTE,1916
E01010745,RAE,1916
E01008899,RXK,1916
E01010871,RAE,1916
E01008484,RTF,1915
E01027516,RTF,1915
E01021894,RQ8,1915
E01002513,RAS,1915
E01014783,RA7,1915
E01022755,RHU,1915
E01033614,RDD,1915
E01005969,RMP,1915
E01012326,RXP,1914
E01000543,R1K,1914
E01009461,RR1,1914
E01012979,RWA,1914
E01011638,RR8,1914
E01005449,RW6,1914
E01012920,RWA,1914
E01024851,RWF,1914
E01015790,RC9,1914
E01008517,RTF,1914
E01018514,RBT,1914
E01019312,RNL,1914
E01028009,RP5,1914
E01026548,RM1,1913
E01029129,RA3,1913
E01032035,RNZ,1913
E01027309,RNQ,1913
E01013203,RJL,1913
E01020198,RA9,1913
E01014872,RVJ,1913
E01009029,RR1,1913
E01003033,RJ1,1913
E01004698,RYJ,1912
E01027343,RNQ,1912
E01031551,RTP,1912
E01014719,RVJ,1912
E01019865,RJF,1912
E01013138,RJL,1912
E01003244,RJ2,1912
E01002157,R1K,1912
E01020991,RXC,1912
E01000494,RYJ,1912
E01018734,RBT,1912
E01009464,RR1,1911
E01021042,RXH,1911
E01018839,REF,1911
E01013188,RJL,1911
E01021464,RF4,1911
E01008539,RTF,1911
E01023556,RWG,1911
E01025825,RWE,1911
E01015958,RDD,1911
E01009470,RR1,1911
E01015725,RC9,1911
E01005369,RW6,1911
E01004477,RJ7,1911
E01029620,RL4,1910
E01028643,RHW,1910
E01015705,RC9,1910
E01014570,RVJ,1910
E01026400,RWD,1910
E01008466,RTD,1910
E01025220,RXR,1910
E01020177,RK9,1909
E01029459,RJF,1909
E01028924,RXW,1909
E01016646,RHW,1909
E01029395,RL4,1909
E01012987,RWA,1909
E01022396,RTE,1909
E01018419,RBT,1909
E01017056,RHU,1909
E01024732,RWF,1909
E01001910,RYJ,1909
E01007427,RFF,1909
E01025368,RXR,1908
E01000641,RYJ,1908
E01032524,RGR,1908
E01020624,RXP,1908
E01013021,RWA,1908
E01030309,RAX,1908
E01000049,RF4,1908
E01020710,RXP,1908
E01012268,RVW,1907
E01021247,RDD,1907
E01006759,RQ6,1907
E01015982,RDD,1907
E01026498,RM1,1907
E01005411,RW6,1907
E01023834,RWG,1907
E01018170,RGN,1907
E01030255,RGP,1907
E01022379,RTE,1907
E01022183,RTE,1907
E01000566,R1K,1907
E01007618,RP5,1906
E01007816,RFR,1906
E01005025,RW6,1906
E01027839,RCB,1906
E01014797,RVJ,1906
E01023679,RWH,1906
E01016803,RD8,1906
E01016345,RHW,1906
E01015999,RDD,1906
E01027551,RTF,1906
E01022360,RTE,1906
E01019333,RNL,1906
E01021463,RF4,1906
E01024903,RXR,1906
E01022327,RTE,1906
E01015459,RD3,1906
E01018610,RJN,1905
E01019691,RX1,1905
E01000328,RN7,1905
E01015970,RDD,1905
E01031013,RLT,1905
E01005403,RW6,1905
E01010034,RXK,1905
E01023188,RN5,1905
E01001530,RAP,1905
E01017079,RHU,1905
E01007750,RFR,1905
E01016642,RHW,1904
E01021880,RQ8,1904
E01013201,RJL,1904
E01018510,RBT,1904
E01005863,RWJ,1904
E01022458,RTE,1904
E01009026,RR1,1903
E01016104,RPA,1903
E01031677,RTP,1903
E01019431,RTG,1903
E01021427,RQ8,1903
E01015395,RD3,1903
E01018727,RBT,1903
E01006637,RQ6,1903
E01000513,RAL,1903
E01021815,RQW,1903
E01023582,RAL,1903
E01026310,RWD,1903
E01007514,RP5,1903
E01017432,RC1,1903
E01022221,RTE,1903
E01007571,RP5,1903
E01007682,RFR,1903
E01014561,RA7,1902
E01027032,RNQ,1902
E01027081,RNQ,1902
E01003861,RAX,1902
E01024559,RPA,1902
E01030834,RTP,1902
E01022233,RTE,1902
E01015461,RD3,1902
E01016321,RHW,1902
E01021754,RQW,1902
E01014875,RVJ,1902
E01028745,RN3,1901
E01018141,RGN,1901
E01020751,RLN,1901
E01017086,RHU,1901
E01006264,RRF,1901
E01022767,RHU,1901
E01031737,RPC,1901
E01002886,RYJ,1901
E01004964,RW6,1901
E01016622,RHW,1901
E01021097,RXC,1901
E01017142,RHM,1901
E01018455,RBT,1901
E01003402,RJ7,1901
E01029396,RL4,1901
E01024946,RXN,1901
E01028215,RX1,1900
E01001071,RJ6,1900
E01002168,R1K,1900
E01011272,RR8,1900
E01025964,RWE,1900
E01024850,RWF,1900
E01005247,RW6,1900
E01031956,RN3,1900
E01022797,RHU,1900
E01032558,RW6,1900
E01016619,RHW,1900
E01023309,RAL,1899
E01021481,RAJ,1899
E01022244,RTE,1899
E01002461,RAS,1899
E01005352,RW6,1899
E01005920,RWJ,1899
E01022306,RTE,1898
E01031924,RD1,1898
E01006599,REM,1898
E01010016,RXK,1898
E01015418,RD3,1898
E01018391,RBT,1898
E01032695,RD1,1898
E01032218,RWP,1898
E01005971,RMP,1898
E01022253,RTE,1898
E01000477,R1K,1898
E01013899,RX1,1898
E01023803,RWG,1898
E01000479,R1K,1897
E01008653,RE9,1897
E01028847,RXW,1897
E01026282,RWD,1897
E01010627,RAE,1897
E01022186,RTE,1897
E01031096,RLT,1897
E01017042,RHU,1897
E01027550,RTF,1896
E01031647,RTP,1896
E01004109,RVR,1896
E01008678,RE9,1896
E01010984,RWY,1896
E01017784,RXQ,1896
E01004907,RMC,1896
E01001274,RYJ,1896
E01025797,RWE,1896
E01023520,RWH,1896
E01006014,RMP,1896
E01000043,RF4,1896
E01009043,RR1,1896
E01015931,RDD,1896
E01005757,RWJ,1896
E01012652,RXR,1896
E01032221,RWP,1896
E01010030,RXK,1896
E01014883,RVJ,1895
E01016008,RDD,1895
E01025501,RVY,1895
E01026941,RM1,1895
E01002494,RAS,1895
E01010827,RAE,1895
E01017560,RC9,1895
E01000464,RJ2,1895
E01005908,RWJ,1895
E01014558,RA7,1895
E01005962,RMP,1895
E01005368,RW6,1895
E01024462,RWF,1895
E01004327,R1H,1895
E01022210,RN3,1895
E01008681,RE9,1895
E01033608,RYJ,1894
E01033322,RJ2,1894
E01028070,RX1,1894
E01007703,RFR,1894
E01003329,RJ2,1894
E01011073,RWY,1894
E01000481,R1K,1894
E01027734,RCD,1893
E01019455,RTG,1893
E01022196,RTE,1893
E01000332,RJ2,1893
E01010787,RAE,1893
E01005363,RW6,1893
E01024854,RWF,1893
E01016636,RHW,1893
E01005007,RW6,1893
E01000480,R1K,1893
E01003675,R1H,1893
E01014889,RVJ,1893
E01003301,RJ2,1892
E01017303,R1F,1892
E01009925,RXK,1892
E01020859,RXP,1892
E01019322,RNL,1892
E01020663,RXP,1892
E01029764,RJE,1892
E01033024,RWH,1892
E01022401,RTE,1892
E01024099,RVV,1892
E01017078,RHU,1892
E01020714,RXP,1892
E01019309,RNL,1892
E01020530,RA4,1892
E01006553,RQ6,1892
E01022899,RHU,1892
E01022671,RN5,1891
E01018481,RJR,1891
E01027391,RTF,1891
E01026249,RGN,1891
E01029861,RR1,1891
E01031210,RJC,1891
E01012196,RVW,1891
E01001962,RKE,1891
E01005750,RWJ,1891
E01024457,RWF,1891
E01028019,RP5,1890
E01016688,RHW,1890
E01018041,RGT,1890
E01007507,RP5,1890
E01006039,RMP,1890
E01010612,RAE,1890
E01015024,RK9,1890
E01004200,R1H,1890
E01029065,RD1,1890
E01027543,RTF,1889
E01003184,RJ1,1889
E01017878,RXQ,1889
E01015526,RN3,1889
E01003255,RJZ,1889
E01022110,RTE,1889
E01023321,RQW,1889
E01032151,RWP,1889
E01008855,RLN,1889
E01015989,RDD,1889
E01017670,RD8,1888
E01028961,RXW,1888
E01028833,RXW,1888
E01029502,RJF,1888
E01020981,RXC,1888
E01033056,RQ8,1888
E01030283,RGP,1888
E01030457,RA2,1888
E01026787,RM1,1888
E01003050,RJZ,1887
E01028662,RHW,1887
E01001282,R1K,1887
E01032560,RTR,1887
E01021539,RQ8,1887
E01023716,RWG,1887
E01023513,RWH,1887
E01005342,RW6,1887
E01032657,RK9,1887
E01006572,RQ6,1887
E01016183,RDU,1887
E01011051,RXF,1887
E01017634,RXQ,1886
E01026266,RWD,1886
E01019700,RX1,1886
E01015971,RDD,1886
E01029807,RJE,1886
E01002202,R1K,1886
E01008537,RTD,1886
E01023435,RWG,1886
E01021790,RQW,1886
E01022679,RN5,1886
E01017691,RXQ,1886
E01031224,RJC,1886
E01024456,RWF,1886
E01032390,RJC,1886
E01013212,RJL,1886
E01022996,RDZ,1886
E01019199,RNL,1886
E01005931,RWJ,1885
E01020153,RA9,1885
E01004725,RYJ,1885
E01010649,RAE,1885
E01010776,RAE,1885
E01003807,RAX,1885
E01014160,RXW,1885
E01029867,RJF,1885
E01030276,RGP,1885
E01028317,RWD,1885
E01015742,RC9,1885
E01004684,RYJ,1885
E01028147,RX1,1884
E01010932,RWY,1884
E01023566,RAL,1884
E01015463,RD3,1884
E01033523,RD8,1884
E01008462,RTD,1883
E01020464,RNZ,1883
E01033303,RWW,1883
E01002083,RAP,1883
E01017847,RXQ,1883
E01032956,RXQ,1883
E01014637,RVJ,1883
E01008179,RR7,1883
E01032935,RTE,1883
E01021764,RF4,1883
E01021568,RQ8,1883
E01021178,RXC,1883
E01004584,RQM,1883
E01014932,RVJ,1883
E01009669,RKB,1883
E01016220,RDU,1882
E01015384,RD3,1882
E01021973,RDE,1882
E01012516,RWW,1882
E01002148,R1K,1882
E01005923,RWJ,1882
E01003252,RJ2,1882
E01029668,RL4,1881
E01020662,RXP,1881
E01000623,R1K,1881
E01001449,RAL,1881
E01029834,RR1,1881
E01025718,RWE,1881
E01031850,RD1,1881
E01018710,RBT,1881
E01016002,RDD,1881
E01027209,RNS,1881
E01002209,R1K,1881
E01023301,RAL,1881
E01010378,RBK,1880
E01003813,RAX,1880
E01005966,RMP,1880
E01021162,RWF,1880
E01022812,RHU,1880
E01012277,RVW,1880
E01010978,RWY,1880
E01005884,RWJ,1880
E01014149,RXW,1880
E01007755,RFR,1880
E01032631,RBA,1879
E01033071,RTX,1879
E01022917,RHU,1879
E01005661,RM3,1879
E01024844,RWF,1879
E01028881,RXW,1879
E01031732,RPC,1879
E01000392,RJ2,1879
E01005672,RM3,1879
E01020813,RXP,1879
E01015448,RD3,1879
E01016336,RHW,1879
E01007705,RFR,1878
E01033148,RAP,1878
E01013784,RWE,1878
E01022330,RTE,1878
E01017403,RC1,1878
E01012212,RVW,1878
E01023527,RWG,1878
E01021767,R1H,1878
E01021615,RQ8,1878
E01016276,RHW,1877
E01032029,RNZ,1877
E01028409,RX1,1877
E01031618,RYR,1877
E01019718,RWJ,1877
E01018643,RJN,1877
E01002164,R1K,1877
E01029953,RGR,1877
E01023672,RWG,1877
