LSOA11,PROCODE3,EVENT_COUNT
E01002076,RAP,3249
E01032426,RWP,3249
E01004356,R1H,3249
E01027449,RTD,3249
E01026704,RCX,3249
E01016861,RXH,3249
E01002335,RF4,3249
E01006105,R0A,3249
E01028618,RTH,3249
E01008906,RXK,3249
E01029787,RJE,3249
E01023641,RWH,3249
E01020081,RH8,3249
E01001053,RJ6,3248
E01016233,RDU,3248
E01028683,RTH,3248
E01026190,RWD,3248
E01024696,RVV,3248
E01013619,RWE,3248
E01026817,RM1,3248
E01000254,RAL,3248
E01000135,RAL,3248
E01006831,RBN,3248
E01011929,RXF,3248
E01002444,RAS,3248
E01009848,RNA,3248
E01016503,RDU,3247
E01014424,RD1,3247
E01006791,REM,3247
E01025557,RXL,3247
E01007729,RFR,3247
E01031420,RYR,3247
E01008524,RTF,3247
E01012933,RCB,3247
E01028211,RX1,3247
E01030258,RGP,3247
E01026793,RM1,3247
E01027254,RNS,3247
E01013684,RWE,3246
E01025157,RTX,3246
E01012085,RTR,3246
E01010145,RR1,3246
E01003998,RJ1,3246
E01009538,RKB,3246
E01003081,RJZ,3246
E01009697,RKB,3245
E01002920,RAX,3245
E01026924,RM1,3245
E01018992,REF,3245
E01010382,RBK,3245
E01014074,RLQ,3245
E01026151,RWD,3245
E01015623,RGN,3245
E01006370,RRF,3245
E01027215,RNS,3245
E01001089,RJ6,3245
E01010093,RXK,3244
E01005851,R0A,3244
E01001188,RJ6,3244
E01016846,RD8,3244
E01002255,RF4,3244
E01023514,RWH,3244
E01006520,RQ6,3244
E01016810,RD8,3244
E01006182,R0A,3244
E01028596,RTH,3244
E01029650,RNA,3243
E01031044,RLT,3243
E01008030,RHQ,3243
E01022172,RTE,3243
E01008474,RTD,3243
E01032077,RD1,3243
E01031527,RYR,3243
E01009588,RKB,3243
E01012436,RWW,3243
E01015589,RGN,3243
E01019991,RH8,3243
E01005461,RW6,3243
E01004906,RMC,3242
E01014046,RLQ,3242
E01005581,RW6,3242
E01006814,RBN,3242
E01000676,RJZ,3242
E01031139,RKB,3242
E01006131,R0A,3242
E01020334,RK9,3242
E01016455,RDU,3242
E01022696,RHM,3242
E01000812,RJZ,3242
E01014093,RLQ,3241
E01007240,RBL,3241
E01002315,RF4,3241
E01026199,RWD,3241
E01009355,RXK,3241
E01024651,RVV,3241
E01032049,RD1,3241
E01023856,RWG,3241
E01009817,RNA,3241
E01031494,RYR,3241
E01032232,RWP,3241
E01015686,RGN,3241
E01031447,RYR,3241
E01013450,RCB,3241
E01019110,RNL,3241
E01027265,RTH,3241
E01026147,RWD,3240
E01017449,RWH,3240
E01032067,RD1,3240
E01016719,RD8,3240
E01029098,RBA,3240
E01003318,RJ2,3240
E01019566,RFS,3240
E01016911,RXH,3240
E01024306,RN7,3240
E01008929,RRK,3240
E01028254,RK5,3239
E01029244,RA4,3239
E01004344,R1H,3239
E01018238,RGT,3239
E01002733,RKE,3239
E01024178,RN7,3239
E01029616,RL4,3239
E01025629,RWE,3239
E01017038,RHU,3239
E01014022,RLQ,3239
E01032495,RR8,3239
E01029713,RJE,3238
E01002641,RQM,3238
E01004073,RJZ,3238
E01025929,RWE,3238
E01003841,RQM,3238
E01000765,RJZ,3238
E01017881,RXQ,3238
E01009477,RR1,3238
E01008195,RR7,3238
E01004270,R1H,3238
E01030320,RAX,3238
E01026570,RM1,3237
E01024278,RN7,3237
E01011224,RWY,3237
E01016492,RDU,3237
E01000082,RF4,3237
E01019375,RTX,3237
E01014655,RA7,3236
E01012852,RWA,3236
E01028798,RTH,3236
E01030070,RGQ,3236
E01010515,RL4,3236
E01012641,RXR,3236
E01012307,RXP,3236
E01013413,RCB,3236
E01026384,RWD,3236
E01000275,RAL,3236
E01007046,REM,3235
E01012843,RWA,3235
E01012075,RTR,3235
E01031205,RJC,3235
E01027953,RK5,3235
E01008905,RXK,3234
E01013521,RTG,3234
E01013395,RCB,3234
E01018345,RJR,3234
E01029919,RGR,3234
E01031409,RYR,3234
E01026824,RM1,3234
E01021290,RDD,3234
E01019881,RTG,3234
E01004435,R1H,3234
E01013672,RWE,3234
E01026813,RM1,3233
E01011080,RWY,3233
E01020747,RLN,3233
E01011466,RR8,3233
E01009241,RXK,3233
E01022588,RHU,3233
E01003216,RJ2,3233
E01024027,RVV,3233
E01031015,RLT,3233
E01000299,RAL,3233
E01018684,RJR,3232
E01027126,RNQ,3232
E01006230,RRF,3232
E01018282,RGT,3232
E01032187,RWP,3232
E01020249,RA9,3232
E01023753,RWH,3232
E01006454,REM,3232
E01010335,RBK,3231
E01020245,RH8,3231
E01015372,RDZ,3231
E01027178,RNS,3231
E01008897,RR1,3231
E01006311,RRF,3230
E01021022,RXH,3230
E01026508,RM1,3230
E01012746,RXL,3230
E01029295,RBA,3230
E01000653,RJZ,3230
E01008279,RR7,3230
E01017280,RHM,3230
E01024995,RXL,3230
E01003590,R1H,3230
E01010074,RNA,3230
E01024014,RVV,3230
E01015221,RA9,3230
E01014185,RXW,3230
E01024885,RXR,3230
E01022304,RTE,3230
E01025022,RXL,3230
E01030373,RTK,3230
E01006548,RQ6,3230
E01000053,RF4,3229
E01016926,RXH,3229
E01003973,RJ1,3229
E01014452,RD1,3229
E01008901,RXK,3229
E01012062,RTR,3229
E01010015,RXK,3229
E01024503,RVV,3229
E01027542,RTF,3229
E01009724,RNA,3228
E01025994,RWE,3228
E01008275,RR7,3228
E01031113,RLT,3228
E01018892,REF,3228
E01024684,RVV,3228
E01013525,RTG,3228
E01001193,RJ6,3228
E01017752,RXQ,3227
E01000267,RAL,3227
E01025943,RWE,3227
E01007301,RBL,3227
E01028220,RK5,3227
E01024161,RN7,3226
E01014215,RJE,3226
E01013467,RTG,3226
E01001861,RYJ,3226
E01019982,RH8,3226
E01012829,RWA,3226
E01019018,REF,3226
E01024342,RWF,3226
E01022520,RN5,3226
E01024200,RVV,3225
E01010148,RR1,3225
E01006908,RBN,3225
E01009301,RR1,3225
E01009263,RXK,3225
E01022471,RN5,3225
E01002248,RF4,3225
E01026969,RNQ,3225
E01020517,RBD,3225
E01006957,REM,3225
E01008079,RHQ,3225
E01002320,RF4,3225
E01028119,RX1,3225
E01025877,RWE,3225
E01000887,RAL,3225
E01012266,RVW,3225
E01030765,RTK,3225
E01013588,RTG,3225
E01018971,REF,3224
E01023860,RWG,3224
E01010277,RBK,3224
E01009864,RNA,3224
E01013581,RTG,3224
E01005515,RW6,3224
E01018084,RGN,3224
E01009487,RR1,3224
E01008964,RRK,3223
E01001595,RJ2,3223
E01033211,RVV,3223
E01008361,RTD,3223
E01011842,RXF,3223
E01021839,RQW,3223
E01004312,R1H,3223
E01023981,RVV,3223
E01027810,RCB,3223
E01019985,RH8,3223
E01026861,RM1,3223
E01026331,RWD,3223
E01011739,RR8,3222
E01024579,RPA,3222
E01003086,RJZ,3222
E01004550,RJ7,3222
E01025697,RWE,3222
E01002982,RAX,3222
E01016925,RXH,3222
E01009071,RRK,3222
E01032794,RGT,3222
E01019877,RJF,3222
E01028498,RTH,3222
E01006854,RBN,3221
E01011531,RR8,3221
E01025119,RTX,3221
E01025603,RXL,3221
E01031053,RLT,3221
E01016158,RPA,3221
E01028637,RTH,3221
E01000032,RF4,3221
E01026623,RGP,3221
E01006445,RBN,3220
E01014158,RXW,3220
E01032569,RJ6,3220
E01017183,RHM,3220
E01000600,RYJ,3220
E01022042,RDE,3220
E01019019,REF,3220
E01011518,RR8,3220
E01004438,R1H,3220
E01012416,RWW,3220
E01006255,RRF,3220
E01009550,RKB,3220
E01004654,RYJ,3219
E01026604,RGP,3219
E01027616,RTR,3219
E01031890,RD1,3219
E01020252,RA9,3219
E01000578,R1K,3219
E01001833,RQX,3218
E01023079,RHM,3218
E01006149,R0A,3218
E01020820,RXP,3218
E01031370,RYR,3218
E01008503,RTD,3218
E01016224,RDU,3218
E01032599,RWE,3218
E01019608,RFS,3217
E01008103,RHQ,3217
E01010143,RR1,3217
E01024287,RN7,3217
E01011841,RXF,3217
E01002811,RKE,3217
E01009919,RNA,3217
E01015260,RA9,3216
E01007860,RHQ,3216
E01033393,RK5,3216
E01018893,REF,3216
E01004162,RVR,3216
E01011000,RWY,3216
E01021415,RQ8,3216
E01022043,RDE,3216
E01011732,RR8,3216
E01002799,RRV,3216
E01031009,RLT,3216
E01010227,RR1,3216
E01026844,RM1,3216
E01012761,RWA,3215
E01023783,RWH,3215
E01025541,RXL,3215
E01012341,RXP,3215
E01023629,RWH,3215
E01027560,RCF,3215
E01030358,RTK,3215
E01000679,RJZ,3215
E01028679,RTH,3215
E01010090,RXK,3215
E01019264,RNL,3214
E01008210,RR7,3214
E01019061,REF,3214
E01026046,RWD,3214
E01016588,RDU,3214
E01013933,RX1,3214
E01023485,RWH,3214
E01008696,RLN,3214
E01020118,RBZ,3214
E01005609,RM3,3214
E01009103,RR1,3214
E01005954,RMP,3214
E01003716,RF4,3214
E01006440,RBN,3213
E01015858,RAJ,3213
E01016409,RHW,3213
E01007175,RBL,3213
E01006254,RRF,3213
E01028638,RTH,3213
E01014245,RJE,3213
E01008239,RR7,3213
E01009901,RNA,3213
E01031710,RXH,3213
E01031002,RTK,3212
E01024182,RN7,3212
E01021065,RXH,3212
E01023332,RAL,3212
E01017342,R1F,3212
E01022421,RTE,3212
E01008981,RRK,3212
E01005874,RWJ,3212
E01014489,RA7,3212
E01026480,RM1,3211
E01003043,RJZ,3211
E01028421,RX1,3211
E01010135,RR1,3211
E01027627,RTR,3211
E01010234,RR1,3211
E01010611,RAE,3211
E01014914,RVJ,3211
E01033235,RH8,3211
E01002286,RF4,3211
E01020130,RBZ,3211
E01013587,RTG,3211
E01027932,RX1,3211
E01022261,RTE,3211
E01007305,RBL,3211
E01012525,RWW,3211
E01007529,RP5,3210
E01021999,RDE,3210
E01013605,RWE,3210
E01009512,RR1,3210
E01007936,RHQ,3210
E01006948,RVY,3210
E01019020,REF,3210
E01005721,RM3,3210
E01009136,RR1,3210
E01010478,RL4,3210
E01000829,RJZ,3209
E01006019,RMP,3209
E01029723,RJE,3209
E01002383,RF4,3209
E01006106,R0A,3209
E01013514,RTG,3209
E01003182,RJZ,3209
E01009636,RKB,3208
E01003165,RJZ,3208
E01023573,RAL,3208
E01009563,RKB,3208
E01020104,RBZ,3208
E01015635,RGN,3208
E01003772,RF4,3208
E01018362,RJR,3208
E01026569,RM1,3208
E01000669,RJZ,3208
E01005848,R0A,3207
E01007382,RFF,3207
E01020150,RA9,3207
E01030573,RTP,3207
E01014342,RJE,3207
E01017011,RXH,3207
E01017987,RGT,3207
E01001461,RAP,3207
E01028811,RTH,3207
E01024926,RXN,3207
E01026318,RWD,3206
E01010677,RAE,3206
E01009599,RKB,3206
E01002292,RF4,3206
E01003192,RJ2,3206
E01030947,RTK,3206
E01020296,RBZ,3205
E01004087,RVR,3205
E01006587,RQ6,3205
E01026412,RWD,3205
E01025098,RTX,3205
E01014829,RA3,3205
E01011805,RXF,3205
E01030341,RTK,3205
E01022053,RDE,3205
E01033161,RLN,3205
E01019776,RFS,3205
E01027947,RK5,3205
E01013546,RTG,3205
E01020011,RH8,3204
E01017091,RHU,3204
E01030893,RDU,3204
E01015570,RN3,3204
E01011947,RXF,3204
E01019841,RTG,3204
E01031340,RYR,3204
E01028704,RTH,3204
E01010142,RR1,3203
E01004216,R1H,3203
E01020201,RA9,3203
E01012054,RTR,3203
E01012736,RXL,3203
E01024473,RN7,3203
E01031201,RJC,3203
E01028946,RXW,3203
E01029324,RBA,3203
E01016536,RDU,3203
E01030140,RGR,3202
E01031192,RJC,3202
E01009847,RNA,3202
E01012082,RTR,3202
E01010329,RBK,3202
E01025646,RWE,3202
E01009091,RR1,3202
E01003413,RJ7,3202
E01024841,RWF,3202
E01033108,RWA,3202
E01013569,RTG,3202
E01010973,RWY,3202
E01015138,RK9,3202
E01018341,RJR,3201
E01002661,RQM,3201
E01025733,RWE,3201
E01023880,RWG,3201
E01019123,RNL,3201
E01025586,RXL,3201
E01019625,RFS,3201
E01026003,RWE,3201
E01011900,RXF,3201
E01013688,RWE,3201
E01001827,RQX,3201
E01029227,RA4,3201
E01006806,RBN,3200
E01022009,RDE,3200
E01022049,RDE,3200
E01031713,RXH,3200
E01001178,RJ6,3200
E01010199,RR1,3200
E01028684,RTH,3200
E01023059,RHM,3200
E01026297,RGN,3200
E01001536,RAL,3200
E01005762,RWJ,3200
E01000194,RAL,3200
E01016392,RHW,3199
E01019815,RFS,3199
E01017389,RWH,3199
E01026611,RGP,3199
E01012024,RTR,3199
E01031047,RLT,3199
E01001854,RYJ,3199
E01020353,RDZ,3199
E01017283,R1F,3198
E01019182,RTX,3198
E01016904,RXH,3198
E01009693,RKB,3198
E01024893,RXR,3198
E01030315,RTK,3198
E01019578,RFS,3198
E01016498,RDU,3198
E01021107,RXC,3198
E01033586,R1H,3198
E01000870,RRV,3198
E01012693,RXL,3198
E01010284,RBK,3198
E01009968,RXK,3198
E01003325,RJ2,3198
E01032862,RWE,3198
E01006073,RMP,3197
E01018827,REF,3197
E01030690,RTK,3197
E01033754,RQ6,3197
E01028509,RTH,3197
E01024801,RWF,3197
E01000869,RRV,3197
E01009593,RKB,3197
E01016957,RXH,3197
E01003743,RF4,3197
E01014371,RD1,3196
E01024586,RPA,3196
E01024822,RWF,3196
E01033299,RWW,3196
E01017360,R1F,3196
E01005298,R0A,3196
E01028024,RP5,3196
E01028321,RK5,3196
E01007029,RVY,3196
E01020988,RXC,3196
E01012763,RWA,3196
E01032190,RWP,3196
E01011994,RVW,3196
E01026251,RWD,3196
E01009807,RNA,3196
E01032342,RWP,3195
E01013804,RGN,3195
E01010483,RL4,3195
E01028296,RK5,3195
E01011391,RR8,3195
E01016882,RXH,3195
E01002698,RRV,3195
E01020909,RXP,3195
E01017316,R1F,3195
E01014261,RJE,3195
E01023808,RWG,3195
E01016420,RHW,3195
E01025978,RWE,3195
E01027078,RNQ,3195
E01004377,R1H,3194
E01009535,RKB,3194
E01007228,RBL,3194
E01012667,RXL,3194
E01011735,RR8,3194
E01006392,RRF,3194
E01013538,RTG,3194
E01026157,RWD,3194
E01015994,RDD,3194
E01009514,RR1,3193
E01015687,RGN,3193
E01009049,RXK,3193
E01020798,RXP,3193
E01012720,RXL,3193
E01021647,RDE,3193
E01015667,RGN,3193
E01015644,RGN,3192
E01012150,RTR,3192
E01010543,RL4,3192
E01021968,RDE,3192
E01026605,RGP,3192
E01029255,RA4,3192
E01013297,RJL,3192
E01025642,RWE,3192
E01004735,RRV,3192
E01009254,RRK,3192
E01017198,RHM,3191
E01008835,RLN,3191
E01022870,RDU,3191
E01016991,RXH,3191
E01008919,RRK,3191
E01015510,RN3,3191
E01018444,RBT,3191
E01026863,RM1,3191
E01031177,RKB,3191
E01018884,REF,3191
E01009949,RXK,3191
E01005507,RW6,3191
E01028700,RTH,3191
E01000219,RAL,3191
E01001865,RYJ,3191
E01000013,RF4,3191
E01022764,RHU,3191
E01006363,RRF,3191
E01013504,RTG,3190
E01015428,RD3,3190
E01012663,RXL,3190
E01030991,RTK,3190
E01015182,RK9,3190
E01000737,RJZ,3190
E01012743,RXL,3190
E01018805,REF,3190
E01006152,R0A,3190
E01011410,RR8,3190
E01019187,RTX,3190
E01018883,REF,3190
E01004053,RJ1,3190
E01025908,RWE,3190
E01013775,RWE,3190
E01015782,RC9,3189
E01028407,RX1,3189
E01010505,RL4,3189
E01018000,RGT,3189
E01029441,RJF,3189
E01022557,RN5,3189
E01004072,RJZ,3189
E01003126,RJ1,3189
E01023146,RDU,3189
E01005611,RM3,3189
E01029813,RJE,3189
E01006333,RRF,3189
E01003497,R1H,3189
E01003578,R1H,3188
E01023765,RWH,3188
E01025488,RVY,3188
E01003196,RJ2,3188
E01000762,RJZ,3188
E01019162,RTX,3188
E01021574,RQ8,3188
E01029537,RJE,3188
E01013488,RTG,3188
E01032202,RWP,3188
E01004620,RJ7,3188
E01006802,RBN,3188
E01030586,RTP,3188
E01023628,RWH,3188
E01007178,RBL,3188
E01029429,RJF,3188
E01022005,RDE,3188
E01013733,RWE,3187
E01014636,RVJ,3187
E01007142,RBL,3187
E01012825,RWA,3187
E01008747,RLN,3187
E01001008,RJ6,3187
E01010242,RBK,3187
E01000732,RJZ,3187
E01014402,RD1,3187
E01032553,RTR,3186
E01029407,RJF,3186
E01000974,RAL,3186
E01014585,RA7,3186
E01025593,RXL,3186
E01023534,RAL,3186
E01029280,RBA,3185
E01033759,REM,3185
E01006221,RRF,3185
E01002364,RF4,3185
E01019596,RTG,3185
E01008269,RR7,3185
E01013921,RX1,3185
E01013543,RTG,3185
E01019483,RFS,3185
E01003104,RJ1,3185
E01013685,RWE,3185
E01033693,RAE,3184
E01023237,RN5,3184
E01001472,RAL,3184
E01017219,RHM,3184
E01020078,RH8,3184
E01009654,RKB,3184
E01026858,RM1,3184
E01005723,RM3,3184
E01006155,R0A,3184
E01031352,RYR,3184
E01018777,RK9,3183
E01010198,RR1,3183
E01002912,RQM,3183
E01017922,RXQ,3183
E01019561,RFS,3183
E01029159,RA4,3182
E01011375,RR8,3182
E01015085,RK9,3182
E01014216,RJE,3182
E01032946,RR8,3182
E01019196,RNL,3182
E01019257,RNL,3182
E01016478,RDU,3182
E01026362,RGN,3182
E01022834,RHU,3181
E01009711,RKB,3181
E01011754,RXF,3181
E01002984,RAX,3181
E01025711,RWE,3181
E01006817,RBN,3181
E01013690,RWE,3181
E01019224,RNL,3181
E01011615,RR8,3181
E01017359,R1F,3181
E01026603,RGP,3181
E01008516,RTD,3181
E01019987,RH8,3181
E01019356,RTX,3181
E01029025,RD1,3180
E01012747,RXL,3180
E01009138,RXK,3180
E01002966,RAX,3180
E01021735,RDE,3180
E01000757,RJZ,3180
E01015764,RC9,3180
E01020936,RXC,3180
E01011433,RR8,3180
E01010302,RBK,3180
E01007324,RFF,3180
E01014442,RD1,3179
E01002766,RKE,3179
E01009279,RXK,3179
E01002318,RF4,3179
E01020227,RA9,3179
E01027668,RCD,3179
E01021936,RAJ,3179
E01021211,RXC,3179
E01030602,RTP,3179
E01017172,RHM,3179
E01001374,RYJ,3178
E01009656,RKB,3178
E01028023,RP5,3178
E01006439,RBN,3178
E01025660,RWE,3178
E01030287,RGP,3178
E01013556,RTG,3178
E01006371,RRF,3178
E01022889,RN5,3178
E01017146,RHM,3178
E01027653,RCD,3178
E01012550,RWW,3178
E01033747,RQ6,3178
E01029590,RJE,3178
E01005722,RM3,3177
E01024263,RN7,3177
E01024546,RVV,3177
E01016820,RD8,3177
E01000841,RJZ,3177
E01006595,RQ6,3177
E01012717,RXL,3177
E01029341,RBA,3177
E01030809,RDU,3177
E01025870,RWE,3177
E01013589,RTG,3177
E01007271,RBL,3177
E01018813,REF,3176
E01026984,RNQ,3176
E01022999,RHM,3176
E01024159,RN7,3176
E01026136,RWD,3176
E01004013,RJZ,3176
E01023349,RWG,3175
E01032821,RVV,3175
E01025927,RTG,3175
E01008274,RR7,3175
E01007208,RBL,3175
E01024380,RWF,3175
E01013611,RWE,3175
E01015075,RK9,3175
E01008338,RTD,3175
E01014804,RA3,3175
E01028118,RX1,3175
E01031127,RKB,3175
E01018111,RGN,3175
E01021035,RXH,3175
E01009409,RR1,3175
E01029240,RA4,3174
E01020362,RDZ,3174
E01014568,RA7,3174
E01025169,RTX,3174
E01000531,RYJ,3174
E01001397,RAP,3174
E01010317,RBK,3174
E01001010,RJ6,3174
E01006592,RQ6,3173
E01012924,RWA,3173
E01005949,RMP,3173
E01024510,RVV,3173
E01004547,RJ7,3173
E01002989,RAX,3173
E01031528,RYR,3173
E01009639,RKB,3173
E01018064,RGN,3173
E01012033,RTR,3173
E01016755,RD8,3172
E01000175,RAL,3172
E01016273,RHW,3172
E01001819,RQX,3172
E01014032,RLQ,3172
E01002569,RYJ,3172
E01012608,RXR,3172
E01011320,RR8,3171
E01028737,RTH,3171
E01016790,RD8,3171
E01028444,RTH,3171
E01011787,RXF,3171
E01004065,RJZ,3171
E01013962,RX1,3171
E01027018,RNS,3171
E01003263,RJ2,3171
E01024290,RN7,3171
E01011492,RR8,3171
E01007014,REM,3171
E01021087,RXC,3171
E01024897,RXR,3171
E01023791,RWH,3170
E01018894,REF,3170
E01020999,RXC,3170
E01001405,RAL,3170
E01024516,RVV,3170
E01013908,RX1,3170
E01003582,R1H,3170
E01031375,RYR,3170
E01013994,RLQ,3170
E01033388,RFS,3170
E01007974,RHQ,3169
E01031931,RD1,3169
E01006274,RRF,3169
E01003674,R1H,3169
E01027637,RTR,3169
E01027338,RNQ,3169
E01015734,RC9,3169
E01024977,RXN,3169
E01019565,RFS,3169
E01004014,RJZ,3168
E01027261,RTH,3168
E01013223,RJL,3168
E01032126,RRK,3168
E01008360,RTD,3168
E01014069,RLQ,3168
E01016833,RD8,3168
E01002265,RF4,3168
E01019089,RNL,3168
E01022282,RTE,3168
E01016577,RDU,3168
E01010011,RXK,3168
E01011763,RXF,3167
E01000255,RAL,3167
E01023070,RDZ,3167
E01016859,RXH,3167
E01025957,RWE,3167
E01024081,RVV,3167
E01025216,RXR,3167
E01011259,RXF,3167
E01008874,RLN,3166
E01013614,RWE,3166
E01021986,RDE,3166
E01011769,RXF,3166
E01027105,RNQ,3166
E01030409,RVR,3166
E01009422,RR1,3166
E01024504,RVV,3166
E01015484,RN3,3166
E01019808,RFS,3166
E01012917,RWA,3165
E01002289,RF4,3165
E01000677,RJZ,3165
E01017108,RHU,3165
E01021982,RDE,3165
E01010396,RBK,3165
E01028543,RTH,3165
E01009105,RR1,3164
E01029297,RBA,3164
E01014324,RJE,3164
E01007291,RBL,3164
E01014705,RA7,3164
E01004240,R1H,3164
E01009549,RKB,3164
E01013895,RX1,3164
E01019372,RTX,3164
E01024957,RXN,3164
E01033146,RAP,3164
E01012703,RXL,3164
E01004092,RVR,3164
E01032180,RWP,3164
E01012827,RWA,3163
E01011463,RR8,3163
E01019088,RNL,3163
E01014640,RVJ,3163
E01023630,RWH,3163
E01002647,RQM,3163
E01008827,RLN,3162
E01009053,RXK,3162
E01016887,RXH,3162
E01010958,RWY,3162
E01009507,RR1,3162
E01013403,RCB,3162
E01019512,RK5,3162
E01016809,RD8,3162
E01030418,RVR,3162
E01024189,RN7,3162
E01005770,R0A,3161
E01031362,RYR,3161
E01032327,RWP,3161
E01012639,RXR,3161
E01020291,RBZ,3161
E01000742,RJZ,3161
E01024193,RVV,3161
E01015558,RN3,3161
E01005231,R0A,3161
E01023929,RWH,3161
E01006793,RQ6,3161
E01008359,RTD,3161
E01029958,RGQ,3161
E01019251,RNL,3161
E01031430,RYR,3161
E01013891,RX1,3161
E01013754,RWE,3161
E01031380,RYR,3161
E01011467,RR8,3161
E01004802,RMC,3160
E01006108,R0A,3160
E01006664,REM,3160
E01022160,RTE,3160
E01003723,RF4,3160
E01032365,RWP,3159
E01003051,RJZ,3159
E01013744,RWE,3159
E01003090,RJ1,3159
E01028697,RTH,3159
E01013401,RCB,3159
E01002759,RKE,3159
E01029058,RD1,3159
E01011865,RXF,3159
E01003322,RJ2,3159
E01006500,RBN,3159
E01001662,RJ2,3159
E01012625,RXR,3159
E01020518,RBD,3159
E01018065,RGN,3158
E01027191,RNS,3158
E01019986,RH8,3158
E01014609,RA7,3158
E01009987,RXK,3158
E01022714,RHM,3158
E01006213,RRF,3158
E01026239,RGN,3158
E01000990,RJ6,3158
E01009173,RRK,3158
E01029772,RJE,3158
E01029726,RJE,3158
E01002735,RKE,3158
E01030577,RTP,3158
E01018080,RGN,3158
E01018543,RJR,3157
E01028248,RK5,3157
E01029705,RJE,3157
E01003045,RJZ,3157
E01030516,RVR,3157
E01026252,RWD,3157
E01015816,RAJ,3157
E01029232,RA4,3157
E01006540,RQ6,3157
E01005479,RW6,3157
E01007734,RFR,3156
E01014363,RJE,3156
E01032343,RWP,3156
E01027020,RNS,3156
E01003007,RAX,3156
E01012074,RTR,3156
E01013473,RTG,3156
E01000146,RAL,3156
E01013849,RX1,3156
E01031402,RYR,3156
E01024672,RVV,3156
E01010055,RXK,3156
E01008294,RTD,3155
E01012050,RTR,3155
E01026742,RM1,3155
E01008845,RLN,3155
E01027728,RCD,3155
E01015588,RN3,3155
E01014626,RVJ,3155
E01004869,RMC,3155
E01022061,RGT,3155
E01030587,RTP,3154
E01002809,RKE,3154
E01016258,RHW,3154
E01004300,R1H,3154
E01019148,RTX,3154
E01026211,RWD,3154
E01031256,RJC,3154
E01020748,RLN,3154
E01023139,RDU,3153
E01013582,RTG,3153
E01018913,REF,3153
E01032942,RTH,3153
E01000608,R1K,3153
E01027264,RTH,3153
E01005705,RM3,3152
E01025777,RWE,3152
E01006310,RRF,3152
E01014337,RJE,3152
E01012727,RXL,3152
E01018062,RGN,3152
E01015825,RAJ,3151
E01007532,RP5,3151
E01000819,RJZ,3151
E01019607,RTG,3151
E01014348,RJE,3151
E01024326,RWF,3151
E01023029,RHM,3151
E01025027,RXL,3151
E01018361,RJR,3151
E01029106,RBA,3151
E01031492,RYR,3151
E01031274,RJC,3151
E01012884,RWA,3150
E01020422,RDZ,3150
E01030761,RDU,3150
E01030298,RAX,3150
E01005692,RM3,3150
E01017370,R1F,3150
E01003264,RJ2,3149
E01023825,RWG,3149
E01019052,REF,3149
E01007331,RFF,3149
E01025939,RWE,3149
E01013549,RTG,3149
E01022555,RN5,3149
E01015442,RD3,3149
E01011913,RXF,3149
E01031771,RXH,3149
E01005633,RM3,3149
E01016025,RPA,3149
E01028647,RTH,3149
E01009811,RNA,3148
E01033548,RTD,3148
E01025813,RWE,3148
E01003245,RJ1,3148
E01006885,RBN,3148
E01009497,RRK,3148
E01013068,RWA,3148
E01001940,RYJ,3148
E01024531,RVV,3148
E01028528,RTH,3148
E01029154,RA4,3148
E01014522,RA7,3148
E01023123,RDU,3147
E01015703,RC9,3147
E01006361,RRF,3147
E01010203,RR1,3147
E01015219,RA9,3147
E01016530,RDU,3147
E01014016,RLQ,3147
E01031493,RYR,3147
E01006954,REM,3147
E01022480,RN5,3147
E01014377,RD1,3147
E01012437,RWW,3147
E01017469,RC1,3146
E01009928,RXK,3146
E01016599,RDU,3146
E01024209,RVV,3146
E01032280,RWP,3146
E01008890,RR1,3146
E01017286,R1F,3146
E01009907,RNA,3146
E01023784,RWH,3146
E01027591,RTR,3146
E01010155,RR1,3145
E01008413,RTD,3145
E01025689,RWE,3145
E01025587,RXL,3145
E01013048,RWA,3145
E01000820,RJZ,3145
E01000767,RJZ,3145
E01026347,RGN,3145
E01017326,R1F,3145
E01000808,RJZ,3145
E01019099,RNL,3145
E01013767,RWE,3144
E01008975,RRK,3144
E01026206,RWD,3144
E01025872,RWE,3144
E01026760,RM1,3144
E01014086,RLQ,3144
E01010051,RXK,3144
E01028207,RX1,3144
E01014233,RJE,3144
E01020520,RBD,3144
E01009657,RKB,3144
E01000266,RAL,3144
E01031414,RYR,3144
E01021931,RAJ,3143
E01002924,RAX,3143
E01023529,RAL,3143
E01013509,RTG,3143
E01007433,RFF,3143
E01019286,RNL,3143
E01025693,RWE,3143
E01026833,RM1,3143
E01021854,RQW,3143
E01029667,RNA,3143
E01029915,RGR,3143
E01001321,R1K,3142
E01007141,RBL,3142
E01024321,RWF,3142
E01018769,RK9,3142
E01008909,RXK,3142
E01029124,RBA,3142
E01000103,RF4,3142
E01025421,RXN,3142
E01004795,RMC,3142
E01007402,RFF,3142
E01024625,RVV,3142
E01011048,RXF,3141
E01003470,RAX,3141
E01003945,RJZ,3141
E01032317,RWP,3141
E01023239,RN5,3141
E01032214,RWP,3141
E01017964,RGT,3141
E01007152,RBL,3141
E01020823,RXP,3141
E01025682,RWE,3140
E01028280,RK5,3140
E01028855,RXW,3140
E01006834,RBN,3140
E01019057,REF,3140
E01013565,RTG,3140
E01021009,RXC,3140
E01031451,RYR,3140
