LSOA11,EVENT_COUNT
E01008846,4196
E01008847,3726
E01008848,5387
E01008849,3601
E01008850,6848
E01008851,5791
E01008852,3592
E01008853,6024
E01008854,4045
E01008855,3726
E01008856,4896
E01008857,4755
E01008858,4054
E01008859,3652
E01008860,4665
E01008861,4754
E01008862,4352
E01008863,3999
E01008864,3255
E01008865,5449
E01008866,3997
E01008867,3911
E01008868,3093
E01008869,3723
E01008870,4349
E01008871,4131
E01008872,5445
E01008873,4178
E01008874,5313
E01008875,4157
E01008876,4914
E01008877,4854
E01008878,4597
E01008879,4314
E01008880,3543
E01008881,4061
E01008882,4522
E01008883,3934
E01008884,3924
E01008885,3093
E01008886,3763
E01008887,3614
E01008888,3218
E01008889,3988
E01008890,4399
E01008891,3539
E01008892,3771
E01008893,3820
E01008894,3893
E01008895,3774
E01008896,3769
E01008897,4238
E01008898,3343
E01008899,2913
E01008901,4295
E01008905,3821
E01008906,3866
E01008907,4100
E01008909,4124
E01008910,3533
E01008911,3299
E01008913,6067
E01008914,5369
E01008915,3595
E01008916,3751
E01008917,3063
E01008918,3883
E01008919,4377
E01008920,3611
E01008921,3729
E01008923,4043
E01008924,4116
E01008925,3737
E01008927,3990
E01008928,4252
E01008929,4317
E01008930,4429
E01008931,3574
E01008932,4106
E01008933,3465
E01008934,3695
E01008935,4410
E01008936,4302
E01008937,4097
E01008938,3878
E01008939,4542
E01008940,3752
E01008941,4030
E01008942,4264
E01008943,3722
E01008944,3604
E01008945,4721
E01008946,3513
E01008947,3689
E01008948,3686
E01008949,3149
E01008950,4583
E01008951,3591
E01008952,3824
E01008953,3568
E01008954,3755
E01008955,3788
E01008956,3405
E01008957,3520
E01008958,4466
E01008959,4275
E01008960,3105
E01008961,3902
E01008962,5511
E01008963,3288
E01008964,4247
E01008965,3513
E01008966,4433
E01008967,3828
E01008968,4256
E01008969,4324
E01008970,3840
E01008971,4535
E01008972,4406
E01008973,4590
E01008974,6116
E01008975,4183
E01008976,3743
E01008977,4012
E01008978,4444
E01008979,5141
E01008980,4038
E01008981,4123
E01008982,2804
E01008984,4185
E01008986,3726
E01008987,3390
E01008988,4035
E01008989,4654
E01008990,2444
E01008991,4631
E01008992,2899
E01008994,3308
E01008995,6294
E01008996,4077
E01008997,3309
E01008998,3979
E01008999,4263
E01009000,3815
E01009001,3910
E01009002,3817
E01009003,4379
E01009005,3687
E01009006,3408
E01009007,3729
E01009008,3342
E01009009,3428
E01009011,4803
E01009012,3343
E01009013,5033
E01009014,3794
E01009015,3894
E01009016,4131
E01009017,3743
E01009018,3964
E01009019,3563
E01009020,4109
E01009021,3821
E01009022,3766
E01009023,3541
E01009024,3676
E01009025,3077
E01009026,3157
E01009028,3241
E01009029,2922
E01009030,3418
E01009031,3903
E01009032,3930
E01009033,3835
E01009034,3999
E01009035,4020
E01009036,3108
E01009037,5080
E01009039,3728
E01009040,3845
E01009041,3451
E01009042,2298
E01009043,4512
E01009044,3548
E01009045,4108
E01009046,4259
E01009047,4864
E01009048,5326
E01009049,3926
E01009050,4440
E01009051,4319
E01009053,3864
E01009054,4311
E01009056,5030
E01009057,5232
E01009058,4004
E01009059,4524
E01009060,4157
E01009061,4629
E01009062,4138
E01009064,3564
E01009065,4389
E01009066,6440
E01009067,4059
E01009068,3334
E01009069,3965
E01009070,4593
E01009071,4356
E01009072,3948
E01009073,3570
E01009074,4399
E01009075,4742
E01009077,4184
E01009078,3498
E01009079,2956
E01009080,1996
E01009081,2689
E01009082,3321
E01009083,3603
E01009084,3665
E01009085,4313
E01009086,4772
E01009087,3703
E01009088,4542
E01009089,2994
E01009090,4534
E01009091,3927
E01009092,3606
E01009093,3497
E01009094,3085
E01009095,4108
E01009096,4453
E01009097,5282
E01009098,5406
E01009099,4368
E01009100,5522
E01009101,3624
E01009102,3473
E01009103,3856
E01009104,3814
E01009105,4186
E01009106,3713
E01009107,4560
E01009108,2750
E01009109,3504
E01009110,3943
E01009111,3412
E01009112,4050
E01009113,3170
E01009114,3913
E01009115,4044
E01009116,3771
E01009117,4403
E01009118,3896
E01009119,4348
E01009120,4308
E01009121,6393
E01009122,4050
E01009123,3435
E01009124,3093
E01009125,3922
E01009126,2846
E01009127,3449
E01009128,3083
E01009129,3221
E01009130,4006
E01009131,3416
E01009132,3558
E01009133,3602
E01009134,3911
E01009135,3845
E01009136,4736
E01009137,3473
E01009138,4957
E01009139,3709
E01009140,5040
E01009141,4619
E01009143,3967
E01009145,5040
E01009146,3505
E01009147,5237
E01009151,4839
E01009152,6052
E01009153,4825
E01009155,3927
E01009157,4071
E01009158,5540
E01009159,5398
E01009160,4420
E01009161,3737
E01009162,3950
E01009163,5572
E01009164,3797
E01009165,3616
E01009166,2915
E01009167,3449
E01009168,3793
E01009169,3879
E01009170,3445
E01009171,4113
E01009172,3355
E01009173,4209
E01009174,3121
E01009175,3334
E01009176,4002
E01009177,3480
E01009178,3596
E01009179,4193
E01009182,3920
E01009183,3472
E01009184,3819
E01009185,3961
E01009186,4153
E01009187,3995
E01009188,3044
E01009189,2938
E01009192,6371
E01009194,6974
E01009195,5475
E01009197,3573
E01009198,3579
E01009199,3074
E01009200,3760
E01009201,5003
E01009202,4263
E01009203,6512
E01009204,4172
E01009205,4178
E01009206,4609
E01009207,4156
E01009208,4584
E01009209,4988
E01009210,5102
E01009211,3567
E01009212,4410
E01009213,4807
E01009214,4817
E01009215,6014
E01009216,4996
E01009217,4117
E01009218,4270
E01009219,3864
E01009220,3424
E01009221,3178
E01009222,3813
E01009223,3805
E01009224,3544
E01009225,4327
E01009226,3316
E01009227,3965
E01009228,3617
E01009229,3860
E01009230,4040
E01009231,4740
E01009232,4471
E01009233,3387
E01009234,3297
E01009235,3664
E01009236,4212
E01009237,3717
E01009238,5003
E01009239,3460
E01009240,3809
E01009241,4161
E01009242,4463
E01009243,4011
E01009244,3864
E01009245,3598
E01009246,3909
E01009247,3621
E01009248,3372
E01009249,4088
E01009250,4319
E01009251,3893
E01009252,3964
E01009253,3800
E01009254,4976
E01009255,3701
E01009256,3722
E01009257,4251
E01009258,4036
E01009259,4812
E01009260,4901
E01009261,4654
E01009262,4264
E01009263,4239
E01009264,2674
E01009265,5111
E01009266,4365
E01009267,5758
E01009268,4030
E01009269,3169
E01009270,5447
E01009271,4101
E01009272,3776
E01009273,4496
E01009274,5292
E01009275,5062
E01009276,4326
E01009278,5062
E01009279,3906
E01009280,3467
E01009281,4325
E01009282,4080
E01009283,3377
E01009284,3795
E01009286,2727
E01009288,3499
E01009289,2421
E01009290,2150
E01009291,3998
E01009292,3431
E01009293,3584
E01009294,4805
E01009295,4854
E01009296,3265
E01009297,4299
E01009298,3455
E01009299,3737
E01009300,4104
E01009301,3769
E01009302,4154
E01009303,3352
E01009304,4159
E01009305,3470
E01009306,4959
E01009307,4289
E01009308,4387
E01009309,4369
E01009310,4081
E01009311,3445
E01009312,3340
E01009313,3542
E01009314,4644
E01009315,4140
E01009316,3727
E01009317,4195
E01009318,3097
E01009319,3575
E01009320,3416
E01009321,4277
E01009322,4414
E01009323,4149
E01009324,4108
E01009325,3543
E01009326,3734
E01009327,3479
E01009328,5871
E01009329,5871
E01009331,4511
E01009332,4127
E01009333,3109
E01009334,4959
E01009335,4844
E01009337,3921
E01009338,4012
E01009339,3455
E01009340,5421
E01009341,3588
E01009342,4045
E01009343,4289
E01009344,3636
E01009345,6982
E01009346,4242
E01009347,3754
E01009348,5124
E01009349,3991
E01009350,3588
E01009351,4233
E01009352,4284
E01009353,4507
E01009354,4752
E01009355,4038
E01009358,5258
E01009359,5193
E01009360,6151
E01009361,5153
E01009362,2955
E01009363,4152
E01009364,3436
E01009365,4465
E01009366,3500
E01009367,4291
E01009368,3670
E01009371,4059
E01009372,3984
E01009373,4229
E01009374,3017
E01009375,4005
E01009376,3689
E01009377,3019
E01009378,4369
E01009379,4554
E01009380,3430
E01009382,4093
E01009383,3318
E01009384,3109
E01009385,2772
E01009389,4367
E01009390,3588
E01009391,3216
E01009392,3828
E01009393,3208
E01009394,3671
E01009395,3511
E01009396,5518
E01009397,4064
E01009399,2976
E01009400,3660
E01009401,4018
E01009403,3386
E01009404,4248
E01009405,3225
E01009406,3919
E01009407,3712
E01009408,4227
E01009409,4516
E01009410,5313
E01009411,4112
E01009412,3994
E01009413,4104
E01009414,4698
E01009415,3510
E01009416,4807
E01009417,3367
E01009418,3922
E01009419,3372
E01009420,3649
E01009421,3452
E01009422,4586
E01009423,3906
E01009424,3554
E01009425,4332
E01009426,3533
E01009427,3326
E01009428,3379
E01009429,3027
E01009430,3574
E01009431,3177
E01009432,3598
E01009433,4258
E01009434,2573
E01009435,3776
E01009436,2659
E01009437,4296
E01009438,2994
E01009439,3069
E01009440,3791
E01009441,3244
E01009442,3883
E01009443,2621
E01009444,3475
E01009445,4539
E01009446,5588
E01009447,3876
E01009448,4540
E01009449,4748
E01009450,3864
E01009451,3034
E01009452,3987
E01009453,2498
E01009454,3412
E01009455,3808
E01009456,3526
E01009457,3880
E01009458,5094
E01009459,3341
E01009460,3851
E01009461,2792
E01009462,3699
E01009463,3464
E01009464,2873
E01009465,2633
E01009466,3357
E01009467,4106
E01009468,3296
E01009469,3150
E01009470,2691
E01009471,3710
E01009472,4220
E01009473,3526
E01009474,3131
E01009475,5470
E01009476,4170
E01009477,4064
E01009478,3763
E01009479,5243
E01009480,3840
E01009481,4491
E01009482,3487
E01009483,3780
E01009484,3681
E01009485,4204
E01009486,3824
E01009487,4225
E01009488,5519
E01009489,4152
E01009490,4206
E01009491,4789
E01009492,3759
E01009493,5484
E01009494,4215
E01009495,3511
E01009496,4256
E01009497,4078
E01009498,4267
E01009499,4141
E01009500,4181
E01009501,4215
E01009502,3869
E01009503,4834
E01009504,4139
E01009505,5091
E01009506,4042
E01009507,4030
E01009508,3724
E01009509,4526
E01009510,4333
E01009511,4037
E01009512,4106
E01009513,4433
E01009514,3946
E01009515,4586
E01009516,3749
E01009517,4164
E01009518,3959
E01009519,3089
E01009520,3957
E01009521,3318
E01009522,3647
E01009523,4022
E01009524,4220
E01009525,2893
E01009526,3212
E01009527,3203
E01009528,4519
E01009529,2736
E01009530,2913
E01009531,3680
E01009532,3122
E01009535,3469
E01009536,3727
E01009537,3802
E01009538,3558
E01009539,3975
E01009540,3936
E01009541,4088
E01009542,4614
E01009543,3241
E01009544,4250
E01009548,3950
E01009549,3512
E01009550,3594
E01009552,4316
E01009553,2992
E01009554,2726
E01009555,3091
E01009556,2722
E01009557,2944
E01009558,2488
E01009559,3175
E01009560,3307
E01009561,4384
E01009562,4366
E01009563,3580
E01009564,3764
E01009565,3249
E01009566,3207
E01009567,3863
E01009568,3335
E01009569,2857
E01009570,3866
E01009571,3365
E01009572,3938
E01009573,2922
E01009574,3243
E01009575,2384
E01009576,3821
E01009577,3134
E01009578,3294
E01009579,4707
E01009580,3662
E01009581,3732
E01009582,3984
E01009583,3995
E01009584,3418
E01009585,2955
E01009586,3864
E01009587,3694
E01009588,3589
E01009589,3273
E01009590,2841
E01009591,3163
E01009592,3134
E01009593,3718
E01009594,2882
E01009596,3935
E01009597,3396
E01009598,4642
E01009599,3475
E01009604,3364
E01009605,3733
E01009606,3653
E01009607,3865
E01009608,3563
E01009609,3511
E01009610,3108
E01009611,4242
E01009612,3370
E01009613,3047
E01009614,2923
E01009615,2946
E01009616,2811
E01009617,2687
E01009618,3280
E01009619,5840
E01009620,4514
E01009621,2858
E01009622,4230
E01009623,3295
E01009624,3081
E01009625,4113
E01009626,3385
E01009627,3846
E01009628,3391
E01009629,5390
E01009630,3269
E01009631,3154
E01009632,3624
E01009633,2616
E01009634,1853
E01009635,3059
E01009636,3456
E01009637,2707
E01009638,3651
E01009639,3420
E01009640,3112
E01009641,3348
E01009642,2771
E01009643,2732
E01009644,3364
E01009645,2769
E01009646,2915
E01009647,3800
E01009648,2836
E01009649,2855
E01009650,2334
E01009651,2996
E01009652,2967
E01009653,3791
E01009654,3435
E01009655,3763
E01009656,3412
E01009657,3350
E01009658,3135
E01009659,3488
E01009660,2814
E01009661,2979
E01009662,3135
E01009663,3696
E01009664,3066
E01009665,2439
E01009666,2565
E01009667,3808
E01009668,3086
E01009669,2186
E01009670,3441
E01009671,5244
E01009672,5349
E01009674,3081
E01009676,2869
E01009679,2897
E01009681,2523
E01009682,3114
E01009683,2735
E01009684,3521
E01009685,3126
E01009686,3296
E01009687,2636
E01009688,2553
E01009689,3767
E01009690,2465
E01009691,1916
E01009692,2923
E01009693,3577
E01009694,3102
E01009695,4049
E01009696,3554
E01009697,3914
E01009698,3031
E01009699,3297
E01009700,3663
E01009701,3791
E01009702,3652
E01009703,5635
E01009704,3029
E01009705,2897
E01009706,3238
E01009707,3323
E01009708,3694
E01009709,2423
E01009710,2941
E01009711,3342
E01009712,3009
E01009713,3135
E01009714,3032
E01009715,2878
E01009716,3710
E01009717,3067
E01009718,4959
E01009719,3103
E01009720,2631
E01009721,6927
E01009722,3468
E01009723,2957
E01009724,3652
E01009725,3936
E01009726,3462
E01009727,3217
E01009728,3223
E01009729,3655
E01009730,3186
E01009731,3651
E01009732,4538
E01009733,4460
E01009734,4093
E01009735,3390
E01009736,3430
E01009737,3884
E01009738,3832
E01009739,3879
E01009740,4862
E01009741,5335
E01009742,4590
E01009743,4357
E01009744,5504
E01009745,4922
E01009746,6053
E01009747,4278
E01009748,4920
E01009749,5916
E01009750,4153
E01009751,5213
E01009752,4047
E01009753,4264
E01009754,4614
E01009756,3543
E01009757,4501
E01009758,5202
E01009759,4155
E01009760,3568
E01009762,3160
E01009763,4340
E01009764,3878
E01009765,3926
E01009766,4207
E01009767,4248
E01009768,4007
E01009769,5167
E01009770,3756
E01009771,5192
E01009772,3206
E01009773,4213
E01009774,4661
E01009775,3759
E01009776,4451
E01009777,3948
E01009778,3508
E01009779,4336
E01009780,4267
E01009781,5288
E01009782,4223
E01009783,3615
E01009784,3260
E01009785,4605
E01009786,3928
E01009787,3939
E01009788,4451
E01009789,4345
E01009790,4388
E01009791,3542
E01009792,3509
E01009793,3537
E01009794,4580
E01009795,4009
E01009796,3381
E01009797,3919
E01009798,4215
E01009799,3506
E01009800,4198
E01009801,4834
E01009802,3933
E01009803,4243
E01009804,3495
E01009805,3335
E01009806,3777
E01009807,4075
E01009808,3401
E01009809,4728
E01009810,4989
E01009811,3985
E01009812,3447
E01009813,4260
E01009814,3756
E01009815,3216
E01009816,4245
E01009817,3576
E01009818,3157
E01009819,3858
E01009820,4623
E01009821,3839
E01009822,5060
E01009823,4077
E01009824,4615
E01009825,4346
E01009826,4714
E01009827,4225
E01009828,4068
E01009829,4504
E01009830,4337
E01009831,4377
E01009832,4360
E01009833,2793
E01009834,4209
E01009835,2970
E01009836,4418
E01009837,4249
E01009838,4126
E01009839,5058
E01009840,4308
E01009841,5286
E01009842,4117
E01009843,3774
E01009844,4350
E01009845,3997
E01009846,4073
E01009847,3738
E01009848,3726
E01009849,4310
E01009850,3374
E01009851,3707
E01009852,4357
E01009853,4609
E01009854,4143
E01009855,4512
E01009856,4631
E01009857,3313
E01009858,3756
E01009859,4177
E01009860,4093
E01009861,3625
E01009862,4304
E01009863,4129
E01009864,3606
E01009865,3892
E01009866,4518
E01009867,4039
E01009868,3979
E01009869,3711
E01009870,4689
E01009871,5103
E01009872,3048
E01009873,4255
E01009874,3998
E01009875,4600
E01009876,4636
E01009877,4048
E01009878,5290
E01009879,5856
E01009880,3799
E01009881,6903
E01009882,3770
E01009883,3263
E01009884,4961
E01009885,5009
E01009886,7312
E01009887,4436
E01009888,3615
E01009889,6005
E01009890,3757
E01009891,5023
E01009892,4503
E01009893,3813
E01009894,4407
E01009895,3792
E01009896,3994
E01009897,4983
E01009898,4481
E01009899,4363
E01009900,4451
E01009901,4562
E01009902,4095
E01009903,4292
E01009904,4251
E01009905,4025
E01009906,4965
E01009907,3566
E01009908,3317
E01009909,4590
E01009910,3987
E01009911,3825
E01009912,5236
E01009913,5258
E01009914,4657
E01009915,4332
E01009916,3990
E01009917,3161
E01009918,4222
E01009919,3558
E01009920,3282
E01009921,4143
E01009922,3575
E01009923,4169
E01009924,3081
E01009925,3557
E01009926,3181
E01009927,3854
E01009928,4235
E01009929,4257
E01009930,3914
E01009931,5467
E01009932,4327
E01009933,3043
E01009934,3935
E01009935,5623
E01009936,4441
E01009937,4334
E01009938,5316
E01009939,4188
E01009940,4021
E01009941,4543
E01009942,5304
E01009943,4361
E01009944,4411
E01009946,4631
E01009947,5944
E01009948,3992
E01009949,4079
E01009950,4924
E01009951,5441
E01009952,5091
E01009953,5119
E01009954,5156
E01009955,6004
E01009956,3692
E01009957,4257
E01009958,3776
E01009959,3412
E01009960,4485
E01009961,3192
E01009962,3187
E01009963,3729
E01009964,3390
E01009965,3026
E01009966,2547
E01009967,4594
E01009968,4093
E01009969,4979
E01009970,4279
E01009971,4205
E01009972,4466
E01009973,5652
E01009974,4690
E01009975,4492
E01009976,5959
E01009977,4303
E01009978,5106
E01009979,4997
E01009980,6186
E01009981,5001
E01009982,3393
E01009983,4270
E01009985,4452
E01009986,3561
E01009987,3496
E01009988,7299
E01009989,4274
E01009991,5957
E01009992,4652
E01009993,5526
E01009994,4602
E01009995,4114
E01009996,4278
E01009997,4503
E01009998,4704
E01009999,3564
E01010000,5033
E01010001,5718
E01010002,5141
E01010003,4240
E01010004,4658
E01010005,3757
E01010006,4896
E01010007,3551
E01010008,4291
E01010009,3229
E01010010,4137
E01010011,4096
E01010012,3913
E01010013,3516
E01010014,4148
E01010015,4548
E01010016,3642
E01010017,6016
E01010018,6262
E01010019,4710
E01010020,5104
E01010021,4862
E01010022,4421
E01010023,4991
E01010024,4097
E01010025,5291
E01010026,5324
E01010027,3844
E01010028,4117
E01010029,3832
E01010030,3940
E01010031,3972
E01010032,4076
E01010033,4204
E01010034,3003
E01010035,4117
E01010036,4160
E01010037,2410
E01010038,3885
E01010039,3447
E01010040,3645
E01010041,3968
E01010042,5196
E01010043,3741
E01010044,3242
E01010045,3693
E01010046,4845
E01010047,4903
E01010048,4438
E01010049,5076
E01010050,4396
E01010051,3698
E01010052,3721
E01010053,5086
E01010054,6287
E01010055,3764
E01010056,5347
E01010057,5925
E01010058,4612
E01010059,4529
E01010060,5458
E01010061,4116
E01010062,5920
E01010063,5043
E01010064,4665
E01010065,7709
E01010066,4700
E01010067,4340
E01010068,5119
E01010069,4379
E01010070,5061
E01010071,4429
E01010072,4857
E01010073,3699
E01010074,6812
E01010075,3540
E01010076,5463
E01010077,3633
E01010078,3780
E01010079,3282
E01010080,4624
E01010081,3785
E01010082,4739
E01010083,4328
E01010084,3250
E01010085,4923
E01010086,4565
E01010087,4146
E01010088,4232
E01010089,4705
E01010090,4747
E01010091,3767
E01010092,5360
E01010093,3722
E01010094,3799
E01010095,3846
E01010096,5143
E01010097,6697
E01010098,5215
E01010099,4854
E01010100,4670
E01010101,6002
E01010102,5043
E01010103,4869
E01010104,5741
E01010105,3868
E01010106,4136
E01010107,5333
E01010108,3687
E01010109,3756
E01010110,3343
E01010111,3628
E01010112,3017
E01010113,3233
E01010114,4071
E01010115,4080
E01010116,3019
E01010117,3315
E01010118,2367
E01010119,3365
E01010120,3046
E01010121,3539
E01010122,2842
E01010123,3210
E01010124,2834
E01010125,3904
E01010126,3223
E01010127,3733
E01010128,3944
E01010129,4119
E01010130,4604
E01010131,3453
E01010132,3419
E01010133,4171
E01010134,3077
E01010135,3942
E01010136,2329
E01010137,3415
E01010138,3159
E01010139,2560
E01010140,3773
E01010141,3033
E01010142,3654
E01010143,3552
E01010144,4120
E01010145,3729
E01010146,3502
E01010147,3313
E01010148,3800
E01010149,3558
E01010150,3522
E01010151,3578
E01010152,2086
E01010153,3050
E01010154,4139
E01010155,4016
E01010156,3134
E01010157,2942
E01010158,3872
E01010159,3359
E01010160,3048
E01010161,3331
E01010162,3742
E01010163,3111
E01010164,3297
E01010165,3516
E01010166,3284
E01010167,3045
E01010168,3152
E01010169,2873
E01010170,2471
E01010171,2970
E01010172,3367
E01010173,3054
E01010174,3574
E01010175,3810
E01010176,3289
E01010177,3379
E01010178,5715
E01010179,4160
E01010180,2495
E01010181,3150
E01010183,2621
E01010184,3265
E01010185,3640
E01010186,3691
E01010187,2380
E01010188,2871
E01010189,3789
E01010190,3116
E01010191,3846
E01010192,3536
E01010193,2377
E01010194,3111
E01010195,2829
E01010196,3780
E01010197,3434
E01010198,3979
E01010199,4065
E01010200,3799
E01010201,3739
E01010202,3323
E01010203,4330
E01010204,3250
E01010205,3431
E01010206,3400
E01010207,3918
E01010208,3830
E01010209,3778
E01010210,3480
E01010211,3702
E01010212,3125
E01010213,4717
E01010214,2778
E01010215,3685
E01010216,3057
E01010217,3039
E01010218,3385
E01010219,3330
E01010220,3223
E01010221,4073
E01010222,3493
E01010223,1953
E01010225,2863
E01010226,5217
E01010227,4020
E01010228,3478
E01010229,3310
E01010230,4350
E01010231,3759
E01010232,3751
E01010233,4477
E01010234,3707
E01010235,3131
E01010236,3091
E01010237,4518
E01010238,3027
E01010239,3445
E01010240,2768
E01010241,5589
E01010242,4680
E01010243,4081
E01010244,3060
E01010245,3625
E01010246,3356
E01010247,3686
E01010248,3490
E01010249,3960
E01010250,3395
E01010251,2942
E01010252,4235
E01010253,3438
E01010254,3739
E01010255,3492
E01010256,3803
E01010257,2967
E01010258,5191
E01010259,4416
E01010260,4438
E01010261,3809
E01010262,3754
E01010263,3440
E01010264,4744
E01010265,4080
E01010266,3253
E01010267,4528
E01010268,3665
E01010269,3622
E01010270,5377
E01010271,4668
E01010272,3963
E01010273,4032
E01010274,3984
E01010275,5125
E01010277,4089
E01010279,4247
E01010282,2908
E01010283,3994
E01010284,4108
E01010285,5139
E01010286,4298
E01010287,4654
E01010288,4614
E01010289,4518
E01010290,4922
E01010291,3891
E01010292,5698
E01010293,5154
E01010294,4407
E01010295,4576
E01010296,3264
E01010297,3931
E01010298,2954
E01010299,3636
E01010300,4636
E01010301,3944
E01010302,4371
E01010303,3723
E01010304,4148
E01010305,3417
E01010306,4496
E01010307,3108
E01010308,4638
E01010309,4788
E01010310,3985
E01010311,5797
E01010312,4078
E01010313,3684
E01010314,4722
E01010315,3665
E01010316,4685
E01010317,4336
E01010318,4327
E01010319,2929
E01010320,3404
E01010321,3598
E01010322,3349
E01010323,3782
E01010324,4054
E01010325,4127
E01010326,3904
E01010327,3091
E01010328,4228
E01010329,4315
E01010330,3473
E01010331,4872
E01010332,5528
E01010333,4077
E01010334,4048
E01010335,4069
E01010336,3843
E01010337,4053
E01010338,4587
E01010339,4240
E01010340,4319
E01010341,3761
E01010342,3390
E01010343,3309
E01010344,4055
E01010345,2886
E01010346,2895
E01010347,3714
E01010348,3510
E01010349,3821
E01010350,3321
E01010351,4277
E01010352,4290
E01010353,3771
E01010354,3809
E01010355,4067
E01010356,3705
E01010357,5333
E01010358,3426
E01010359,3585
E01010360,4076
E01010361,3857
E01010362,4616
E01010363,6179
E01010364,3680
E01010365,4132
E01010366,4305
E01010367,4594
E01010368,4665
E01010369,4283
E01010370,4637
E01010371,6335
E01010372,4265
E01010373,3644
E01010374,5069
E01010375,4156
E01010376,3073
E01010377,4752
E01010378,3040
E01010379,3508
E01010380,5106
E01010381,3862
E01010382,5080
E01010383,4248
E01010384,3267
E01010385,3479
E01010386,4835
E01010387,4091
E01010388,3114
E01010389,3415
E01010390,3979
E01010391,4081
E01010392,3992
E01010393,4129
E01010394,3621
E01010395,3163
E01010396,5347
E01010397,4084
E01010398,4014
E01010399,3629
E01010400,5703
E01010401,4549
E01010402,3986
E01010403,3964
E01010404,4829
E01010405,4405
E01010406,6331
E01010407,4914
E01010408,3604
E01010409,3666
E01010410,6608
E01010411,4463
E01010412,4975
E01010413,4796
E01010414,5953
E01010415,3995
E01010416,5180
E01010417,4212
E01010418,3803
E01010419,3872
E01010420,3366
E01010421,4452
E01010422,4693
E01010423,4264
E01010424,4112
E01010425,3957
E01010426,3551
E01010427,4722
E01010428,3139
E01010429,3902
E01010430,5337
E01010431,4335
E01010432,4660
E01010433,3642
E01010434,4477
E01010435,5006
E01010436,3892
E01010437,2641
E01010438,3802
E01010439,4292
E01010440,4943
E01010441,3886
E01010442,4044
E01010443,4108
E01010444,3964
E01010445,3513
E01010446,4341
E01010447,5115
E01010448,5616
E01010449,6390
E01010450,4864
E01010451,4253
E01010452,3984
E01010453,4898
E01010454,4072
E01010455,5573
E01010456,3311
E01010457,4235
E01010458,4610
E01010459,4433
E01010460,4959
E01010461,4304
E01010462,4672
E01010463,4309
E01010464,4708
E01010465,4002
E01010466,3079
E01010467,4550
E01010468,4253
E01010469,3774
E01010470,3736
E01010471,4270
E01010472,5590
E01010473,5332
E01010474,5053
E01010475,4339
E01010476,5132
E01010477,4065
E01010478,3427
E01010479,4089
E01010480,3221
E01010481,3551
E01010482,3826
E01010483,3347
E01010484,3343
E01010485,4425
E01010486,3867
E01010487,3775
E01010488,4899
E01010489,4281
E01010490,5531
E01010491,3855
E01010492,3229
E01010493,3337
E01010494,3504
E01010495,4339
E01010496,3628
E01010497,2628
E01010498,3325
E01010499,3338
E01010500,3171
E01010501,3236
E01010502,3206
E01010503,3609
E01010504,4176
E01010505,3593
E01010506,3872
E01010507,4415
E01010508,2944
E01010509,4345
E01010510,3781
E01010511,3744
E01010512,3854
E01010513,4985
E01010514,3960
E01010515,3804
E01010516,3809
E01010517,3828
E01010518,4536
E01010519,4462
E01010520,4579
E01010521,5756
E01010522,3800
E01010523,3814
E01010524,4575
E01010525,3829
E01010526,3006
E01010527,4146
E01010528,2818
E01010529,3910
E01010530,3770
E01010531,5467
E01010532,4718
E01010533,4754
E01010534,4164
E01010535,4243
E01010536,4945
E01010537,4955
E01010538,4671
E01010539,3121
E01010540,4205
E01010541,3705
E01010542,3279
E01010543,3342
E01010544,3734
E01010545,4269
E01010546,4652
E01010547,4533
E01010548,4785
E01010549,4230
E01010550,4422
E01010551,4573
E01010552,5022
E01010553,4250
E01010554,4098
E01010555,4401
E01010556,4206
E01010557,4135
E01010558,5725
E01010559,4339
E01010560,5396
E01010561,5110
E01010562,4985
E01010563,4408
E01010564,5564
E01010565,4827
E01010566,5187
E01010567,4219
E01010568,2769
E01010569,3440
E01010570,2218
E01010571,2319
E01010572,2233
E01010573,2567
E01010574,2137
E01010575,2752
E01010576,2326
E01010577,1976
E01010578,1965
E01010579,2196
E01010580,3758
E01010581,2334
E01010582,2332
E01010583,2436
E01010584,3166
E01010585,3495
E01010586,2636
E01010587,2816
E01010588,2464
E01010589,2224
E01010590,3518
E01010591,2568
E01010592,2703
E01010593,3592
E01010594,3068
E01010595,2981
E01010596,2827
E01010597,2336
E01010598,2948
E01010599,2611
E01010600,2329
E01010601,2742
E01010602,2482
E01010603,2677
E01010604,3106
E01010605,2730
E01010606,3074
E01010607,2898
E01010608,2347
E01010609,3295
E01010610,3310
E01010611,3692
E01010612,2167
E01010613,3026
E01010614,2489
E01010615,2353
E01010616,2807
E01010617,2390
E01010618,2794
E01010619,3119
E01010620,3368
E01010621,3065
E01010622,3671
E01010623,2584
E01010624,3165
E01010625,2462
E01010626,3198
E01010627,2393
E01010628,3252
E01010629,2951
E01010630,2837
E01010631,2538
E01010632,2154
E01010633,2077
E01010634,2051
E01010635,3027
E01010636,3159
E01010637,2090
E01010638,3158
E01010639,3556
E01010640,3250
E01010641,2730
E01010642,3823
E01010643,2716
E01010644,3692
E01010645,3464
E01010646,2537
E01010647,2088
E01010648,2274
E01010649,2210
E01010650,2672
E01010651,2523
E01010652,3061
E01010653,3123
E01010654,2444
E01010655,2307
E01010656,2337
E01010657,2231
E01010658,3018
E01010659,3284
E01010662,2224
E01010663,3097
E01010664,2628
E01010665,2700
E01010666,3195
E01010667,2583
E01010668,2411
E01010669,2968
