LSOA11,EVENT_COUNT
E01015873,2165
E01015874,3175
E01015875,3957
E01015876,4867
E01015877,3962
E01015878,2429
E01015879,2912
E01015880,3202
E01015881,2878
E01015882,3898
E01015883,2602
E01015884,4868
E01015885,3529
E01015886,3843
E01015887,3659
E01015888,4051
E01015889,3217
E01015890,3072
E01015891,3342
E01015892,2787
E01015893,4735
E01015894,3129
E01015895,4852
E01015896,4518
E01015897,4571
E01015898,4282
E01015899,4101
E01015900,2676
E01015901,2622
E01015902,2986
E01015903,2819
E01015904,3329
E01015905,2906
E01015906,2760
E01015907,2982
E01015908,2617
E01015909,2254
E01015910,2857
E01015911,2307
E01015912,2965
E01015913,3207
E01015914,2531
E01015915,3560
E01015916,2864
E01015917,3347
E01015918,2378
E01015919,2463
E01015920,3706
E01015921,2396
E01015922,3120
E01015923,3773
E01015924,2859
E01015925,3490
E01015926,4150
E01015927,3472
E01015928,3811
E01015929,3366
E01015930,2943
E01015931,2875
E01015932,4655
E01015933,3860
E01015934,2889
E01015935,3985
E01015936,4523
E01015937,4181
E01015938,3608
E01015939,2391
E01015941,1989
E01015942,2569
E01015943,3394
E01015944,3110
E01015945,2947
E01015946,3130
E01015947,2822
E01015948,3933
E01015949,3016
E01015950,4247
E01015951,2282
E01015952,3308
E01015953,3078
E01015954,3862
E01015955,2471
E01015956,3656
E01015957,3259
E01015958,2753
E01015959,3323
E01015960,3630
E01015961,2603
E01015962,3059
E01015963,2479
E01015964,3382
E01015965,4424
E01015966,3722
E01015967,2874
E01015968,2959
E01015969,3577
E01015970,2709
E01015971,3235
E01015972,4140
E01015973,4788
E01015974,2406
E01015975,2950
E01015976,3570
E01015977,4178
E01015978,2854
E01015979,2630
E01015980,3833
E01015982,3094
E01015983,3316
E01015984,2938
E01015985,4256
E01015986,3242
E01015987,3688
E01015988,3272
E01015989,2703
E01015990,3225
E01015991,2943
E01015992,4571
E01015993,3728
E01015994,4209
E01015995,3746
E01015996,3433
E01015997,2859
E01015998,3092
E01015999,2576
E01016000,2933
E01016001,2730
E01016002,2527
E01016003,4009
E01016004,3543
E01016005,2876
E01016006,3042
E01016007,3634
E01016008,2615
E01016009,3280
E01016010,3162
E01016011,2569
E01016012,5034
E01016013,3584
E01016014,4529
E01016015,3830
E01016016,2994
E01016017,3561
E01016018,3037
E01016019,3320
E01016020,2708
E01016021,3141
E01016022,2683
E01016023,3109
E01016024,2944
E01016025,4204
E01016026,2281
E01016027,3141
E01016028,3344
E01016029,3185
E01016030,3888
E01016031,3597
E01016032,2835
E01016033,2685
E01016034,5192
E01016035,3660
E01016036,4692
E01016037,3098
E01016038,3416
E01016039,2958
E01016040,3308
E01016041,3757
E01016042,2681
E01016043,3369
E01016044,3664
E01016045,3421
E01016046,3285
E01016047,3543
E01016048,3245
E01016049,4175
E01016050,3308
E01016051,3247
E01016052,3392
E01016053,3742
E01016054,2980
E01016055,3425
E01016056,2778
E01016057,3619
E01016058,2595
E01016059,2836
E01016060,3466
E01016061,2706
E01016062,3019
E01016063,3158
E01016064,3542
E01016065,2622
E01016066,3313
E01016067,3395
E01016068,3792
E01016069,2873
E01016070,4611
E01016071,4002
E01016072,2634
E01016073,4115
E01016074,4652
E01016075,3572
E01016076,6410
E01016077,3794
E01016078,2238
E01016079,2413
E01016080,3040
E01016081,2600
E01016082,3189
E01016083,2801
E01016084,2878
E01016085,3817
E01016086,2738
E01016087,3611
E01016088,3269
E01016089,3223
E01016090,3158
E01016091,4155
E01016092,3140
E01016093,4054
E01016094,3008
E01016095,2313
E01016096,3448
E01016097,2940
E01016098,3287
E01016099,2872
E01016100,3627
E01016101,2580
E01016102,3432
E01016103,2658
E01016104,2507
E01016105,3739
E01016106,2839
E01016107,2854
E01016110,4973
E01016111,3554
E01016112,5206
E01016113,3099
E01016114,2914
E01016115,4201
E01016116,4281
E01016117,3881
E01016118,2948
E01016119,3810
E01016120,3144
E01016121,3792
E01016122,3868
E01016123,3034
E01016124,4238
E01016125,3749
E01016126,3666
E01016127,3294
E01016128,4955
E01016129,3573
E01016130,3432
E01016131,3397
E01016132,3032
E01016133,3261
E01016134,2672
E01016135,3298
E01016136,3744
E01016137,2770
E01016138,3195
E01016139,3169
E01016140,3258
E01016141,2984
E01016142,2730
E01016143,5120
E01016144,4028
E01016145,2236
E01016146,6458
E01016147,3929
E01016148,4254
E01016149,3318
E01016150,2725
E01016151,3221
E01016152,3597
E01016153,3497
E01016154,3110
E01016155,3658
E01016156,2950
E01016157,3716
E01016158,4341
E01016159,3259
E01016160,4035
E01016161,4291
E01016162,3415
E01016163,3116
E01016164,3384
E01016165,2997
E01016166,3411
E01016167,3003
E01016168,3586
E01016169,4084
E01016170,3375
E01016171,3522
E01016172,3319
E01016173,3411
E01016174,3437
E01016175,4675
E01016176,2999
E01016177,3334
E01016178,2970
E01016179,2777
E01016180,3122
E01016181,3339
E01016182,3754
E01016183,2548
E01016184,4416
E01016185,2446
E01016186,4408
E01016187,3363
E01016188,2922
E01016190,3623
E01016191,4109
E01016192,4167
E01016193,3439
E01016194,3316
E01016195,2865
E01016196,3966
E01016197,3866
E01016198,3403
E01016199,2860
E01016200,2516
E01016201,2633
E01016202,2064
E01016203,3628
E01016204,2811
E01016205,2763
E01016206,3994
E01016207,3153
E01016208,4598
E01016209,4054
E01016210,2535
E01016212,2898
E01016213,2461
E01016214,2775
E01016215,2309
E01016216,3015
E01016217,2953
E01016218,3371
E01016219,3679
E01016220,2842
E01016221,3069
E01016222,2347
E01016223,2602
E01016224,4531
E01016225,4921
E01016226,3422
E01016227,2737
E01016228,4068
E01016229,3455
E01016230,2271
E01016231,3812
E01016232,3546
E01016233,4558
E01016234,2755
E01016235,3301
E01016236,3682
E01016237,3121
E01016238,3209
E01016239,3547
E01016240,3172
E01016241,2940
E01016242,3211
E01016243,2594
E01016245,3723
E01016246,2326
E01016247,3033
E01016248,3443
E01016249,4180
E01016250,3790
E01016252,4072
E01016253,2633
E01016254,3287
E01016255,2487
E01016256,2514
E01016257,1957
E01016258,3346
E01016259,2202
E01016260,2887
E01016261,1871
E01016262,2625
E01016263,3459
E01016264,1720
E01016265,2131
E01016266,2082
E01016267,2547
E01016268,2961
E01016269,2560
E01016270,2065
E01016271,2961
E01016272,2502
E01016273,3441
E01016274,2381
E01016275,2150
E01016276,2080
E01016277,2202
E01016278,1616
E01016279,3282
E01016280,2739
E01016281,2106
E01016282,2261
E01016283,2235
E01016284,2081
E01016285,2516
E01016286,2278
E01016287,2249
E01016288,2830
E01016289,2853
E01016290,2607
E01016291,2397
E01016292,2690
E01016293,5664
E01016294,2750
E01016295,2184
E01016296,2763
E01016297,3008
E01016298,2161
E01016299,2346
E01016300,2653
E01016301,3304
E01016302,2798
E01016303,2465
E01016304,2789
E01016305,2570
E01016306,2705
E01016307,3331
E01016308,3460
E01016309,3973
E01016310,3668
E01016311,2711
E01016312,3036
E01016313,2845
E01016314,1962
E01016315,2695
E01016316,3243
E01016317,2282
E01016318,2569
E01016319,3767
E01016320,2461
E01016321,3163
E01016322,2015
E01016323,2206
E01016324,2265
E01016325,2735
E01016326,2011
E01016327,2011
E01016328,3424
E01016329,1961
E01016330,2130
E01016331,2509
E01016332,3405
E01016333,1998
E01016334,2159
E01016335,2735
E01016336,2478
E01016337,3472
E01016338,2798
E01016339,4543
E01016340,2956
E01016341,2604
E01016342,2706
E01016343,2335
E01016344,2846
E01016345,2073
E01016346,2084
E01016347,3201
E01016348,3204
E01016349,2423
E01016350,3024
E01016353,2868
E01016355,2278
E01016356,2361
E01016357,2506
E01016358,3159
E01016359,4356
E01016360,3891
E01016361,2859
E01016362,3034
E01016363,2867
E01016364,2445
E01016365,2484
E01016366,2436
E01016367,2471
E01016368,2664
E01016369,3270
E01016370,2974
E01016371,2817
E01016372,2492
E01016373,2246
E01016374,2224
E01016375,1925
E01016376,2893
E01016377,2632
E01016378,3196
E01016379,2340
E01016380,3171
E01016381,2446
E01016382,3516
E01016383,2382
E01016384,2761
E01016385,2550
E01016386,2042
E01016387,2710
E01016388,2775
E01016389,2651
E01016390,2805
E01016391,2632
E01016392,3429
E01016393,3235
E01016394,3056
E01016395,2871
E01016396,3160
E01016397,3172
E01016398,2997
E01016399,2456
E01016400,2650
E01016401,2614
E01016402,2199
E01016403,2422
E01016404,2714
E01016405,2816
E01016406,1998
E01016407,2552
E01016408,2904
E01016409,3605
E01016410,2578
E01016411,2940
E01016412,2616
E01016413,2116
E01016414,2105
E01016415,3094
E01016416,2189
E01016417,1951
E01016418,1706
E01016419,3231
E01016420,3395
E01016421,3109
E01016422,3334
E01016423,3689
E01016424,2238
E01016425,2417
E01016426,2121
E01016427,2401
E01016428,2915
E01016429,2462
E01016430,1616
E01016431,2742
E01016432,3177
E01016433,3028
E01016434,3685
E01016435,3320
E01016436,3726
E01016437,2357
E01016438,2649
E01016439,3108
E01016440,3034
E01016441,3240
E01016442,4844
E01016443,2609
E01016444,4378
E01016445,4605
E01016446,4336
E01016447,4204
E01016448,7095
E01016449,5286
E01016450,4267
E01016451,4200
E01016452,5244
E01016453,4487
E01016454,4443
E01016455,3850
E01016456,5668
E01016457,5051
E01016458,4549
E01016459,6521
E01016460,5244
E01016461,5343
E01016462,5648
E01016463,4876
E01016464,5190
E01016465,6577
E01016467,3385
E01016468,4085
E01016469,4630
E01016470,3642
E01016471,3656
E01016472,4128
E01016473,4692
E01016474,5159
E01016475,5001
E01016476,3461
E01016477,5565
E01016478,3918
E01016479,3207
E01016480,4429
E01016481,3334
E01016482,4167
E01016483,4596
E01016484,4603
E01016485,4038
E01016486,4038
E01016487,4645
E01016488,4302
E01016490,5603
E01016491,4161
E01016492,4136
E01016493,2893
E01016494,3854
E01016495,3393
E01016496,3075
E01016497,3898
E01016498,3965
E01016499,2678
E01016500,4460
E01016501,4427
E01016502,3508
E01016503,4020
E01016504,5013
E01016505,4031
E01016506,3947
E01016507,4419
E01016508,4515
E01016509,4203
E01016510,4675
E01016511,5217
E01016512,5766
E01016513,6471
E01016514,4061
E01016515,5013
E01016516,4633
E01016517,4563
E01016518,4659
E01016519,6914
E01016520,4722
E01016521,5476
E01016522,3823
E01016523,3152
E01016524,4377
E01016525,3480
E01016526,2852
E01016527,2863
E01016528,3221
E01016529,4764
E01016530,4135
E01016531,2778
E01016532,4475
E01016533,3978
E01016534,3408
E01016535,2752
E01016536,4276
E01016537,3195
E01016538,3321
E01016539,3530
E01016540,4420
E01016541,4112
E01016542,2646
E01016543,3786
E01016544,3972
E01016545,5034
E01016546,3393
E01016547,3794
E01016548,4620
E01016549,5895
E01016550,4158
E01016551,4059
E01016552,3963
E01016553,4480
E01016554,4382
E01016555,4734
E01016556,5598
E01016557,5168
E01016558,3367
E01016559,3273
E01016560,3965
E01016561,3997
E01016562,3512
E01016563,3212
E01016564,4403
E01016565,3810
E01016566,4054
E01016567,4059
E01016568,3385
E01016569,2673
E01016570,3065
E01016571,3693
E01016572,3390
E01016573,3803
E01016574,3581
E01016575,4649
E01016576,4608
E01016577,5136
E01016578,3958
E01016579,3814
E01016580,4471
E01016581,2373
E01016582,3318
E01016583,4248
E01016584,4514
E01016585,4045
E01016586,3320
E01016587,3924
E01016588,4931
E01016589,3484
E01016591,3566
E01016592,4673
E01016593,4408
E01016594,3763
E01016595,4251
E01016596,4026
E01016597,4153
E01016598,3284
E01016599,4158
E01016600,2609
E01016601,3476
E01016602,3934
E01016603,3499
E01016604,4913
E01016605,3238
E01016606,3463
E01016607,2650
E01016608,4262
E01016609,4012
E01016610,3542
E01016611,1557
E01016612,3882
E01016613,2687
E01016614,2706
E01016615,3207
E01016616,2896
E01016617,3115
E01016618,2114
E01016619,2120
E01016620,2136
E01016621,2370
E01016622,2090
E01016623,2743
E01016624,2354
E01016625,3264
E01016626,4084
E01016627,2990
E01016628,3260
E01016629,2560
E01016630,2619
E01016631,2616
E01016632,2693
E01016633,2155
E01016634,3735
E01016635,1944
E01016636,2767
E01016637,2279
E01016638,1885
E01016639,2495
E01016640,2910
E01016641,3011
E01016642,2376
E01016643,1863
E01016644,1561
E01016645,2147
E01016646,2241
E01016647,2225
E01016648,1794
E01016649,2093
E01016651,2754
E01016652,1919
E01016653,2076
E01016654,2560
E01016655,1588
E01016656,2255
E01016657,1635
E01016658,1693
E01016659,2011
E01016660,2469
E01016661,2236
E01016662,4256
E01016663,2464
E01016664,1825
E01016665,2401
E01016666,1738
E01016668,2516
E01016669,3251
E01016670,3824
E01016671,5520
E01016672,3842
E01016673,3877
E01016674,2626
E01016675,1573
E01016676,2338
E01016677,2886
E01016678,2372
E01016679,3036
E01016680,2203
E01016682,3670
E01016683,3213
E01016684,2587
E01016685,2822
E01016686,1744
E01016687,2419
E01016688,2248
E01016689,2619
E01016690,2774
E01016691,2018
E01016692,2886
E01016693,1839
E01016694,2513
E01016695,2192
E01016696,3021
E01016699,2643
E01016700,3240
E01016701,2854
E01016702,3148
E01016703,3201
E01016704,3490
E01016705,3066
E01016706,3355
E01016707,3828
E01016708,3862
E01016709,3814
E01016710,6556
E01016711,7463
E01016713,4851
E01016714,4844
E01016715,4626
E01016716,6966
E01016717,3522
E01016718,3526
E01016719,3640
E01016720,4548
E01016721,3557
E01016722,3686
E01016723,3919
E01016724,3339
E01016725,3753
E01016726,3277
E01016727,4380
E01016728,3340
E01016729,4091
E01016731,4373
E01016732,3639
E01016733,3023
E01016734,3187
E01016735,4860
E01016736,3619
E01016737,4290
E01016738,5317
E01016739,4103
E01016740,4370
E01016741,5188
E01016742,4127
E01016743,7281
E01016744,3448
E01016745,4227
E01016746,5117
E01016748,3848
E01016750,3945
E01016751,2917
E01016752,3524
E01016753,3916
E01016754,5277
E01016755,3898
E01016756,5197
E01016757,3640
E01016758,3566
E01016759,3399
E01016760,7646
E01016761,3681
E01016762,3115
E01016763,4103
E01016764,3571
E01016765,5467
E01016766,3100
E01016767,3356
E01016768,3925
E01016769,3098
E01016770,3387
E01016771,3499
E01016772,3246
E01016773,5795
E01016774,3697
E01016775,3534
E01016776,3191
E01016777,3453
E01016778,3717
E01016780,2870
E01016781,2929
E01016783,2929
E01016784,3896
E01016786,3788
E01016787,4375
E01016788,3518
E01016789,2810
E01016790,3693
E01016791,3249
E01016792,2807
E01016793,4218
E01016794,3232
E01016795,3145
E01016796,3599
E01016797,3923
E01016798,3681
E01016799,4219
E01016800,3111
E01016801,3602
E01016802,3256
E01016803,2623
E01016804,4357
E01016805,3219
E01016806,4498
E01016807,4127
E01016808,2888
E01016809,3679
E01016810,3913
E01016811,3162
E01016812,4099
E01016813,2460
E01016814,5167
E01016815,3074
E01016816,3329
E01016817,3859
E01016818,4592
E01016819,3265
E01016820,3752
E01016821,3198
E01016822,3504
E01016823,2857
E01016824,2927
E01016825,3047
E01016826,2641
E01016827,3261
E01016828,3492
E01016829,4310
E01016830,3477
E01016831,4019
E01016832,3684
E01016833,3693
E01016834,4734
E01016835,3884
E01016836,3508
E01016837,3512
E01016838,4075
E01016839,3367
E01016840,7639
E01016841,4820
E01016842,4010
E01016843,3527
E01016844,4915
E01016845,4913
E01016846,3750
E01016847,5587
E01016848,5332
E01016849,2983
E01016850,3440
E01016851,2952
E01016852,2697
E01016853,3451
E01016854,3359
E01016855,3230
E01016856,4065
E01016857,3223
E01016858,2990
E01016859,3484
E01016860,3362
E01016861,3687
E01016862,3093
E01016863,4885
E01016864,3776
E01016865,3481
E01016866,4001
E01016867,3799
E01016868,4479
E01016869,4898
E01016870,3047
E01016871,4463
E01016872,3077
E01016873,3830
E01016874,4761
E01016875,2800
E01016876,3752
E01016877,4937
E01016878,4275
E01016879,3767
E01016880,3227
E01016881,3843
E01016882,3475
E01016883,4408
E01016884,4154
E01016885,3626
E01016886,3667
E01016887,3447
E01016888,3293
E01016889,2340
E01016890,2473
E01016891,3429
E01016892,2720
E01016893,2843
E01016894,2862
E01016895,3758
E01016896,2433
E01016897,2975
E01016898,4748
E01016899,3851
E01016900,3631
E01016901,2585
E01016902,3224
E01016903,3141
E01016904,3537
E01016905,3886
E01016906,4124
E01016907,3290
E01016908,3202
E01016909,3173
E01016910,3214
E01016911,3430
E01016912,2451
E01016913,2404
E01016914,3441
E01016915,3153
E01016916,3388
E01016917,2973
E01016918,3673
E01016919,3535
E01016920,3125
E01016921,3531
E01016922,3145
E01016923,4012
E01016924,3246
E01016925,3537
E01016926,3479
E01016927,3341
E01016928,3639
E01016929,3320
E01016930,4490
E01016931,3751
E01016932,2937
E01016933,2929
E01016934,2306
E01016935,3548
E01016936,2501
E01016937,3491
E01016938,3132
E01016939,2397
E01016940,2455
E01016941,4307
E01016942,7626
E01016943,2630
E01016944,3296
E01016945,3240
E01016946,2446
E01016947,5221
E01016948,3456
E01016949,4112
E01016950,3363
E01016951,3169
E01016952,2395
E01016953,2629
E01016954,3391
E01016955,3049
E01016956,3879
E01016957,3640
E01016958,4735
E01016959,4223
E01016960,4323
E01016961,4947
E01016962,4036
E01016963,4336
E01016964,4578
E01016966,2701
E01016967,3038
E01016968,2200
E01016969,3992
E01016970,2802
E01016971,2213
E01016972,2272
E01016973,3731
E01016974,4048
E01016975,3925
E01016976,3614
E01016977,3981
E01016978,4103
E01016979,3235
E01016980,3267
E01016981,2894
E01016982,2853
E01016983,3118
E01016984,3042
E01016985,3129
E01016986,4245
E01016987,3830
E01016988,3610
E01016989,3362
E01016990,3469
E01016991,3561
E01016992,3707
E01016993,4272
E01016994,3452
E01016995,3448
E01016996,3372
E01016997,3392
E01016998,3030
E01016999,3745
E01017000,4082
E01017001,3421
E01017002,3322
E01017003,3060
E01017004,3133
E01017005,2910
E01017006,2823
E01017007,4200
E01017008,4772
E01017009,4201
E01017010,4203
E01017011,3489
E01017012,4406
E01017013,2329
E01017014,2557
E01017015,2254
E01017016,2192
E01017017,2492
E01017018,2513
E01017019,2775
E01017020,3337
E01017021,2688
E01017022,1950
E01017023,2014
E01017024,1780
E01017025,2151
E01017026,2443
E01017027,1833
E01017028,1777
E01017029,2305
E01017030,1930
E01017031,3357
E01017032,2909
E01017034,5197
E01017035,3106
E01017036,2654
E01017037,2687
E01017038,3461
E01017039,2977
E01017040,2518
E01017041,1876
E01017042,2113
E01017043,1878
E01017044,2134
E01017045,1697
E01017046,2643
E01017047,2193
E01017048,2374
E01017049,2331
E01017050,3787
E01017051,3613
E01017052,2897
E01017053,2193
E01017054,2782
E01017055,3002
E01017056,2023
E01017057,2503
E01017058,2763
E01017059,2787
E01017060,2639
E01017061,2736
E01017062,2211
E01017063,2713
E01017064,3587
E01017066,3000
E01017067,2634
E01017068,2979
E01017069,2391
E01017070,2369
E01017071,1683
E01017072,2529
E01017073,2811
E01017074,2543
E01017075,2388
E01017076,2517
E01017077,3330
E01017078,2096
E01017079,2133
E01017080,2212
E01017081,1949
E01017082,2120
E01017083,2326
E01017084,2328
E01017085,2692
E01017086,1991
E01017087,2245
E01017088,2928
E01017089,2612
E01017090,2531
E01017091,3409
E01017092,2389
E01017093,2502
E01017094,2179
E01017095,2602
E01017096,2503
E01017097,1999
E01017098,1801
E01017099,4298
E01017100,1951
E01017101,2138
E01017102,3249
E01017103,2195
E01017104,2081
E01017105,2486
E01017106,2726
E01017107,2434
E01017108,3640
E01017109,2291
E01017110,2031
E01017111,2148
E01017112,3567
E01017113,2882
E01017114,2365
E01017115,2629
E01017116,2409
E01017117,2593
E01017118,3110
E01017119,3249
E01017120,3210
E01017121,2734
E01017122,2154
E01017123,3029
E01017124,1921
E01017125,2871
E01017126,2192
E01017127,2069
E01017128,1607
E01017129,1553
E01017130,3340
E01017131,2376
E01017132,3162
E01017133,2545
E01017135,2604
E01017136,2186
E01017137,1183
E01017138,2971
E01017139,3659
E01017140,3723
E01017142,2111
E01017144,2240
E01017145,3122
E01017146,3378
E01017147,2933
E01017148,2560
E01017149,2053
E01017150,3483
E01017151,3854
E01017152,3062
E01017153,2950
E01017154,3890
E01017155,3314
E01017156,2986
E01017157,2185
E01017158,3007
E01017159,1481
E01017160,2029
E01017162,3195
E01017163,2691
E01017164,3432
E01017165,3123
E01017166,3053
E01017167,2778
E01017168,3674
E01017169,2869
E01017170,3069
E01017171,3035
E01017172,3344
E01017173,2885
E01017174,2673
E01017175,2454
E01017176,3074
E01017177,3062
E01017178,2365
E01017179,2671
E01017180,2619
E01017181,3741
E01017182,4679
E01017183,3362
E01017184,3062
E01017185,3561
E01017186,3230
E01017187,3678
E01017188,3616
E01017189,2482
E01017190,2766
E01017191,2577
E01017192,3181
E01017193,2997
E01017194,3088
E01017195,3073
E01017196,2681
E01017197,2258
E01017198,3297
E01017199,3922
E01017200,3993
E01017201,2698
E01017202,2650
E01017203,2566
E01017204,3110
E01017205,2602
E01017206,3414
E01017207,3012
E01017208,2662
E01017209,2236
E01017210,3027
E01017211,4044
E01017212,2547
E01017213,3190
E01017214,2429
E01017215,2888
E01017216,2823
E01017217,3580
E01017218,2429
E01017219,3318
E01017220,3683
E01017221,2683
E01017222,2508
E01017223,2714
E01017224,2193
E01017225,2768
E01017226,3259
E01017227,1499
E01017228,2521
E01017231,2092
E01017232,2138
E01017233,2940
E01017234,2773
E01017235,1912
E01017236,3003
E01017237,3537
E01017238,3684
E01017239,2627
E01017240,2598
E01017241,3594
E01017242,3366
E01017243,3371
E01017244,2755
E01017245,2922
E01017246,3536
E01017247,2682
E01017248,2642
E01017249,2521
E01017250,3597
E01017251,3130
E01017252,3076
E01017253,3420
E01017254,3025
E01017255,2717
E01017256,3514
E01017257,2659
E01017258,2719
E01017259,2825
E01017260,3529
E01017261,2960
E01017262,2249
E01017263,2889
E01017264,2752
E01017265,3580
E01017266,2317
E01017267,1672
E01017270,2499
E01017271,2293
E01017272,2543
E01017273,3104
E01017274,2899
E01017275,3117
E01017276,2944
E01017277,2346
E01017278,3952
E01017279,3019
E01017280,3335
E01017281,2937
E01017282,2865
E01017283,4017
E01017284,3771
E01017285,4419
E01017286,3827
E01017287,3665
E01017288,2534
E01017289,4535
E01017290,2847
E01017291,2987
E01017292,3380
E01017293,3768
E01017294,3150
E01017295,2542
E01017296,2871
E01017297,2834
E01017298,3142
E01017299,2623
E01017300,5205
E01017301,2718
E01017302,3281
E01017303,2339
E01017304,2516
E01017305,3182
E01017306,2693
E01017307,5080
E01017308,4057
E01017309,3080
E01017310,3431
E01017311,3002
E01017312,3993
E01017315,3712
E01017316,3945
E01017317,3661
E01017318,2560
E01017319,3344
E01017320,2733
E01017321,2835
E01017322,3147
E01017323,2586
E01017324,3395
E01017325,3180
E01017326,3651
E01017327,3543
E01017328,3374
E01017329,5565
E01017331,4223
E01017332,4129
E01017333,3236
E01017334,4391
E01017335,3004
E01017336,3662
E01017337,3245
E01017338,3580
E01017339,2920
E01017340,3750
E01017341,3211
E01017342,3807
E01017343,2801
E01017344,3287
E01017345,3218
E01017346,3011
E01017347,3418
E01017348,2779
E01017349,4269
E01017350,3805
E01017351,2880
E01017352,2638
E01017353,2663
E01017354,2624
E01017355,3421
E01017356,3721
E01017357,3602
E01017358,3703
E01017359,3841
E01017360,3884
E01017361,3757
E01017362,3798
E01017363,3324
E01017364,3272
E01017365,3460
E01017366,2721
E01017367,4823
E01017368,3485
E01017369,3263
E01017370,3849
E01017371,2760
E01017372,2658
E01017373,2858
E01017374,2496
E01017375,3076
E01017376,3769
E01017377,3932
E01017378,3917
E01017379,2703
E01017380,2633
E01017381,3292
E01017382,3123
E01017383,3550
E01017384,3010
E01017385,4404
E01017386,3627
E01017387,2422
E01017388,3626
E01017389,5883
E01017390,6252
E01017391,2984
E01017392,3274
E01017393,3152
E01017394,2429
E01017397,2991
E01017398,4259
E01017399,2115
E01017400,3599
E01017401,2070
E01017402,3502
E01017403,2853
E01017404,2422
E01017405,2546
E01017406,2844
E01017407,2607
E01017408,1526
E01017409,2214
E01017410,2403
E01017411,2927
E01017412,2321
E01017413,3883
E01017414,3642
E01017415,3553
E01017416,5067
E01017417,4193
E01017418,3484
E01017419,2749
E01017420,2784
E01017421,3371
E01017422,3525
E01017423,3307
E01017424,2922
E01017425,2391
E01017426,3167
E01017427,3366
E01017428,3607
E01017429,2994
E01017430,2980
E01017431,3341
E01017432,2867
E01017433,2990
E01017434,3251
E01017435,3513
E01017436,4300
E01017437,2865
E01017438,2423
E01017439,2524
E01017440,3104
E01017441,3016
E01017442,3820
E01017443,2553
E01017444,3657
E01017445,5019
E01017446,3637
E01017447,5135
E01017449,4169
E01017450,3936
E01017451,2989
E01017452,3176
E01017453,3390
E01017454,2882
E01017455,3009
E01017456,3350
E01017457,2200
E01017458,2149
E01017459,3270
E01017460,3034
E01017461,6176
E01017462,3103
E01017463,3142
E01017464,3072
E01017465,3388
E01017466,4371
E01017467,2547
E01017468,2321
E01017469,3655
E01017470,2164
E01017471,4083
E01017472,2621
E01017473,4303
E01017474,3068
E01017475,2900
E01017476,3047
E01017477,3046
E01017478,3346
E01017479,2893
E01017480,3480
E01017481,2242
E01017482,2356
E01017483,3327
E01017484,3055
E01017485,2415
E01017486,5358
E01017487,3821
E01017488,3744
E01017489,3153
E01017490,2846
E01017491,3002
E01017492,2898
E01017493,2793
E01017495,4378
E01017496,3257
E01017497,2034
E01017498,2427
E01017499,2829
E01017500,2433
E01017501,3546
E01017502,3871
E01017503,2308
E01017504,3450
E01017505,3225
E01017506,3128
E01017507,3015
E01017508,3413
E01017509,2910
E01017510,3262
E01017511,2513
E01017512,2880
E01017513,2695
E01017514,3350
E01017515,3148
E01017516,6312
E01017517,2813
E01017518,2736
E01017519,3211
E01017520,3640
E01017521,2882
E01017522,3414
E01017523,2979
E01017524,2930
E01017525,2048
E01017526,2228
E01017527,2402
E01017528,4261
E01017529,2786
E01017530,3176
E01017531,2942
E01017532,2404
E01017533,2629
E01017534,3273
E01017535,3174
E01017536,3932
E01017537,2623
E01017538,2891
E01017539,2748
E01017540,2544
E01017541,2187
E01017542,3077
E01017543,3050
E01017544,2785
E01017545,2343
E01017546,2361
E01017547,2924
E01017548,6122
E01017549,3169
E01017550,5365
E01017551,4102
E01017552,2789
E01017553,2196
E01017554,3841
E01017555,4654
E01017556,2721
E01017557,4579
E01017558,3242
E01017559,3064
E01017560,3094
E01017561,3608
E01017562,3929
E01017563,3728
E01017564,2935
E01017565,3052
E01017566,2827
E01017567,3035
E01017568,3285
E01017569,2884
E01017570,4385
E01017571,2591
E01017572,2616
E01017573,4092
E01017575,5661
E01017576,2832
E01017577,5001
E01017578,3871
E01017579,2660
E01017580,3650
E01017581,3410
E01017582,2824
E01017583,3189
E01017584,4482
E01017585,2675
E01017586,2819
E01017587,3162
E01017588,2490
E01017589,3091
E01017590,3647
E01017591,3833
E01017592,3094
E01017593,2651
E01017594,3617
E01017595,2594
E01017596,2615
E01017597,2643
E01017598,2299
E01017599,4527
E01017600,3028
E01017601,2537
E01017602,3434
E01017603,2928
E01017604,3253
E01017605,2465
E01017606,3937
E01017607,3404
E01017608,3709
E01017609,3900
E01017610,2615
E01017611,2248
E01017612,2201
E01017613,2666
E01017614,2969
E01017615,6025
E01017616,3385
E01017617,2555
E01017618,2911
E01017619,3500
E01017620,3032
E01017621,3114
E01017622,3233
E01017623,2566
E01017624,2850
E01017625,3046
E01017626,3064
E01017627,3308
E01017628,4013
E01017629,3096
E01017630,3027
E01017631,3395
E01017632,3223
E01017634,2234
E01017635,3334
E01017636,3472
E01017637,2393
E01017638,2692
E01017639,3352
E01017640,4049
E01017641,4914
E01017642,2778
E01017643,3106
E01017644,2580
E01017645,2428
E01017646,5089
E01017647,3246
E01017648,3785
E01017649,4305
E01017650,4913
E01017651,3076
E01017652,2873
E01017653,2954
E01017654,2890
E01017655,3284
E01017657,2731
E01017658,2894
E01017659,4182
E01017660,3290
E01017661,3262
E01017662,2831
E01017663,3567
E01017664,2372
E01017665,5025
E01017666,5176
E01017667,2790
